Datetime,Price,Timestamp,VIX,2-Month-LIBOR,2-Month-VM,103-Calls,103-Calls-P,103-Calls-ROI,103-Puts,103-Puts-P,103-Puts-ROI,103-Calls,103-Calls-P,103-Calls-ROI
2008-11-11,13.5386,1226379600000,61.44,2.04125,81.9952784952038,1.6369085151487228,-0.9373665151487236,-57.264441260699186,1.9963535821885372,-1.9963535821885372,-100.0,,,
2008-11-12,12.8743,1226466000000,66.46,2.11625,82.40520710696117,1.5657502568591894,-0.8505792568591897,-54.324069444216846,1.9059291098461888,-1.9059291098461888,-100.0,,,
2008-11-13,13.7771,1226552400000,59.83,2.11375,83.83382831374786,1.707227643574723,-1.707227643574723,-100.0,2.071319381167024,-1.7123063811670232,-82.66742428694288,,,
2008-11-14,12.8914,1226638800000,66.31,2.09,84.62701945934595,1.61373169510653,-0.7104736951065309,-44.02675471151536,1.9549333665256885,-1.9549333665256885,-100.0,,,
2008-11-17,12.5914,1226898000000,69.15,2.04125,84.50043120667306,1.5731949507972844,-0.3766369507972849,-23.940894967048287,1.9074921910677047,-1.9074921910677047,-100.0,,,
2008-11-18,12.8443,1226984400000,67.64,2.02875,84.7019393811868,1.6088513810690666,-1.3341803810690671,-82.92750944978626,1.9501339612125417,-1.9501339612125417,-100.0,,,
2008-11-19,12.3271,1227070800000,74.26,2.02125,84.84861140645333,1.5469163764613905,-0.7624293764613901,-49.28704538027234,1.874612585969615,-1.874612585969615,-100.0,,,
2008-11-20,11.4986,1227157200000,80.86,2.02625,85.58818369352869,1.4566784563286497,-0.3516364563286487,-24.13960711788779,1.7622532993096636,-1.7622532993096636,-100.0,,,
2008-11-21,11.7971,1227243600000,72.67,2.04625,85.93979223849415,1.5013300506576996,-0.6237430506576995,-41.5460311598007,1.8144393689915423,-1.8144393689915423,-100.0,,,
2008-11-24,13.2786,1227502800000,64.7,2.03125,89.96902681676407,1.7758000663813769,-1.7758000663813769,-100.0,2.128566300302179,-0.8730083003021782,-41.01391157880508,,,
2008-11-25,12.9714,1227589200000,60.9,2.04375,89.98834724930259,1.735229228814123,-1.735229228814123,-100.0,2.079560613102063,-1.6119186131020635,-77.51246118753798,,,
2008-11-26,13.5714,1227675600000,54.92,2.06,90.6536469046348,1.83015565137048,-1.83015565137048,-100.0,2.1900421512862325,-1.2344001512862317,-56.364218860411285,,,
2008-11-28,13.2386,1227848400000,55.28,2.06625,90.55505024239643,1.7832340863461005,-1.7832340863461005,-100.0,2.1341557739580503,-1.2397977739580517,-58.09312464847385,,,
2008-12-01,12.7043,1228107600000,68.51,2.05875,90.78921534872434,1.715981309178673,-1.715981309178673,-100.0,2.052900840963944,-1.7260718409639442,-84.07964995296427,,,
2008-12-02,13.21,1228194000000,62.98,2.05125,91.33302886578704,1.7957647061654756,-1.7957647061654756,-100.0,2.146262644681681,-1.1028626446816814,-51.38526020636446,,,
2008-12-03,13.7,1228280400000,60.72,2.04375,91.56005837492474,1.8673038851198065,-1.8673038851198065,-100.0,2.2309762693454718,-0.7442762693454723,-33.36101237705365,,,
2008-12-04,13.0586,1228366800000,63.64,2.0406299999999997,91.9175285887636,1.7873542116230166,-1.7873542116230166,-100.0,2.134069109925857,-1.7080111099258577,-80.03541694041944,,,
2008-12-05,13.4286,1228453200000,59.93,2.035,92.16868912920893,1.8433644485227063,-1.8433644485227063,-100.0,2.200030682981244,-1.059972682981244,-48.17990454318954,,,
2008-12-08,14.2457,1228712400000,58.49,1.9925,93.11825976950516,1.9768505758058623,-1.9768505758058623,-100.0,2.35624086278422,0.13113013721577804,5.565226343661228,,,
2008-12-09,14.2943,1228798800000,58.91,1.90375,92.48879751696578,1.9682897393616263,-1.9682897393616263,-100.0,2.351115433174437,0.4991135668255637,21.228798883416324,,,
2008-12-10,14.03,1228885200000,55.73,1.6806299999999998,92.52591638076531,1.9306295735046002,-1.9306295735046002,-100.0,2.31166146576935,-0.5218614657693506,-22.575168271694512,,,
2008-12-11,13.5714,1228971600000,55.78,1.61375,91.03794623597004,1.834460790611281,-1.834460790611281,-100.0,2.2045704971703586,-1.466028497170358,-66.49950632343376,,,
2008-12-12,14.0386,1229058000000,54.28,1.5675,90.73677497753084,1.890379184688797,-1.890379184688797,-100.0,2.274326509170579,-1.5788685091705783,-69.4213650856303,,,
2008-12-15,13.5357,1229317200000,56.76,1.2725,90.23031128645896,1.808951494409607,-1.808951494409607,-100.0,2.1858898453890983,-1.9484188453890985,-89.1361863224298,,,
2008-12-16,13.6329,1229403600000,52.37,1.215,89.2156462560951,1.799165525641154,-1.799165525641154,-100.0,2.180135210812921,-1.769648210812921,-81.1714889074729,,,
2008-12-17,12.7371,1229490000000,49.84,1.175,89.96871220954655,1.6960300730048958,-0.5781430730048962,-34.08802014816793,2.052827679536096,-2.052827679536096,-100.0,,,
2008-12-18,12.7757,1229576400000,47.34,1.15375,89.88711534371065,1.6993106312383173,-0.355381631238318,-20.91328240436801,2.057648302749267,-2.057648302749267,-100.0,,,
2008-12-19,12.8571,1229662800000,44.93,1.15375,89.69716351058275,1.7062096273363039,-0.4319226273363048,-25.314745645329214,2.066830436871859,-2.066830436871859,-100.0,,,
2008-12-22,12.2486,1229922000000,44.56,1.14875,90.00209032828371,1.6314242419207725,0.26541775807922896,16.269082637066678,1.9750811106054533,-1.9750811106054533,-100.0,,,
2008-12-23,12.34,1230008400000,45.02,1.14875,80.77575069144116,1.4602449109603348,1.2095550890396654,82.83234407878864,1.806466173763348,-1.806466173763348,-100.0,,,
2008-12-24,12.1486,1230094800000,44.21,1.14875,79.06510109926751,1.4040797978345374,1.2972622021654627,92.39234152974673,1.744930983676407,-1.744930983676407,-100.0,,,
2008-12-26,12.2586,1230267600000,43.38,1.13375,78.75656536710214,1.4105667858412192,1.1759752141587807,83.36898514574516,1.7548149741397925,-1.7548149741397925,-100.0,,,
2008-12-29,12.3729,1230526800000,43.9,1.115,76.90585336129817,1.3866134128747143,1.5649995871252873,112.8648816313369,1.7344634659990037,-1.7344634659990037,-100.0,,,
2008-12-30,12.3271,1230613200000,41.63,1.10375,76.67976834141976,1.3768882505570783,1.1904987494429218,86.46298993119123,1.7236850667331298,-1.7236850667331298,-100.0,,,
2008-12-31,12.1929,1230699600000,40.0,1.10375,76.65346955826915,1.3613811170089989,1.0070318829910017,73.97134207381144,1.7044025007856345,-1.7044025007856345,-100.0,,,
2009-01-02,12.9643,1230872400000,39.19,1.09875,75.21166800689184,1.4172940991398573,0.24657690086014306,17.397722957415,1.7821267400579408,-1.7821267400579408,-100.0,,,
2009-01-05,13.5114,1231131600000,39.08,1.0975,75.67001706999483,1.4870907034219163,0.12326729657808501,8.2891579037134,1.867348010303029,-1.867348010303029,-100.0,,,
2009-01-06,13.2886,1231218000000,38.56,1.09125,75.71124797443744,1.4633967090272453,0.9507452909727564,64.96839067000086,1.8375240267192696,-1.8375240267192696,-100.0,,,
2009-01-07,13.0014,1231304400000,43.39,1.0725,73.67904863364758,1.388942558328118,1.7896154416718826,128.8473328822221,1.755396062168484,-1.755396062168484,-100.0,,,
2009-01-08,13.2429,1231390800000,42.56,1.0375,68.55954861866033,1.30489018239557,1.9763228176044276,151.45510666470142,1.6789339498065656,-1.6789339498065656,-100.0,,,
2009-01-09,12.94,1231477200000,42.82,0.96625,67.74119681745303,1.2572955106652346,1.843104489334766,146.59278377281245,1.6243423858304356,-1.6243423858304356,-100.0,,,
2009-01-12,12.6657,1231736400000,45.84,0.8975,66.76651986473746,1.2100901271161266,2.361338872883876,195.13743811061343,1.5708284855505292,-1.5708284855505292,-100.0,,,
2009-01-13,12.53,1231822800000,43.27,0.8475,66.23739839702269,1.185976988633925,2.9895230113660745,252.0725983739006,1.5439096437247235,-1.5439096437247235,-100.0,,,
2009-01-14,12.19,1231909200000,49.14,0.84,65.85210164023964,1.146139155134283,3.472460844865716,302.9702658102522,1.494513933656421,-1.494513933656421,-100.0,,,
2009-01-15,11.9114,1231995600000,51.0,0.84125,65.93439090252899,1.1215393813962216,3.5111186186037777,313.0624458530143,1.4619269494413096,-1.4619269494413096,-100.0,,,
2009-01-16,11.7614,1232082000000,46.11,0.8825,64.31887920231179,1.0770253965661922,3.6144326034338095,335.5939994504738,1.4123061892093878,-1.4123061892093878,-100.0,,,
2009-01-20,11.1714,1232427600000,56.65,0.87375,63.92086695350356,1.0157401319921229,4.827717868007879,475.290649247018,1.334367133052088,-1.334367133052088,-100.0,,,
2009-01-21,11.8329,1232514000000,46.42,0.86125,65.04502567750193,1.0972944535246052,4.346218546475394,396.0849827058692,1.4350386194457814,-1.4350386194457814,-100.0,,,
2009-01-22,12.6229,1232600400000,47.29,0.86625,66.401374159501,1.1982787967688535,3.014434203231149,251.56367711416905,1.55846506847998,-1.55846506847998,-100.0,,,
2009-01-23,12.6229,1232686800000,47.27,0.8975,65.76272844086402,1.1855153789668194,3.2071976210331834,270.53192880789675,1.5450347284446702,-1.5450347284446702,-100.0,,,
2009-01-26,12.8057,1232946000000,45.69,0.91375,63.5818483698661,1.1576669956047656,3.0110620043952334,260.0974214370043,1.5220409584695025,-1.5220409584695025,-100.0,,,
2009-01-27,12.9614,1233032400000,42.25,0.9131299999999999,62.88841412317072,1.1572019795050084,3.4068560204949927,294.4046139596365,1.5260198230206887,-1.5260198230206887,-100.0,,,
2009-01-28,13.4571,1233118800000,39.66,0.9056299999999999,62.09050131879057,1.1840234363212463,2.6551635636787525,224.24924053263078,1.567117100952098,-1.567117100952098,-100.0,,,
2009-01-29,13.2857,1233205200000,42.63,0.905,61.83713373810688,1.1634928679247514,2.970836132075248,255.3377174863255,1.5417213068883795,-1.5417213068883795,-100.0,,,
2009-01-30,12.8757,1233291600000,44.84,0.9131299999999999,62.11746532759279,1.1334967500195896,3.304832249980408,291.56080508596887,1.4998759920578593,-1.4998759920578593,-100.0,,,
2009-02-02,13.0729,1233550800000,45.52,0.94375,61.67962764160162,1.1418746652645488,3.2701383347354493,286.3832988165847,1.5131885302525567,-1.5131885302525567,-100.0,,,
2009-02-03,13.2829,1233637200000,43.06,0.94875,60.11349436527336,1.1266167143336565,3.1676962856663438,281.16894107503947,1.5037830031967472,-1.5037830031967472,-100.0,,,
2009-02-04,13.3643,1233723600000,43.85,0.95125,59.55802572809532,1.12153670097877,3.2903342990212296,293.37731847292565,1.500957851527808,-1.500957851527808,-100.0,,,
2009-02-05,13.78,1233810000000,43.73,0.95125,59.88420810684043,1.163692524768929,3.5100074752310735,301.6267098500134,1.554915668110949,-1.554915668110949,-100.0,,,
2009-02-06,14.2457,1233896400000,43.37,0.95,60.05979484410089,1.2070535048993554,3.0784754951006468,255.04051664696763,1.6115282765527157,-1.6115282765527157,-100.0,,,
2009-02-09,14.6443,1234155600000,43.64,0.9393799999999999,60.254709850902366,1.245337270933864,2.5996337290661367,208.74937173579502,1.6613923119461953,-1.6613923119461953,-100.0,,,
2009-02-10,13.9757,1234242000000,46.67,0.9368799999999999,60.12802234628714,1.1855924105695124,2.8565365894304886,240.93748947484573,1.5827111134546898,-1.5827111134546898,-100.0,,,
2009-02-11,13.8314,1234328400000,44.53,0.9443799999999999,58.554013010152,1.1382089025158733,3.0711490974841267,269.8229728036499,1.5310519608301414,-1.5310519608301414,-100.0,,,
2009-02-12,14.1814,1234414800000,41.25,0.9418799999999999,57.0981456152912,1.13359185490165,2.7695661450983518,244.31775273637956,1.5364356403369452,-1.5364356403369452,-100.0,,,
2009-02-13,14.1657,1234501200000,42.93,0.9443799999999999,56.860923481656684,1.1269258827482007,2.056703117251801,182.50562425952805,1.5292638175315512,-1.5292638175315512,-100.0,,,
2009-02-17,13.5043,1234846800000,48.66,0.9481299999999999,57.63696076671507,1.0912949922374553,2.069276007762544,189.61655853656563,1.4747620605882403,-1.4747620605882403,-100.0,,,
2009-02-18,13.4814,1234933200000,48.46,0.9481299999999999,56.97435021008124,1.074995735423511,2.603462264576488,242.18349699320572,1.457812537128464,-1.457812537128464,-100.0,,,
2009-02-19,12.9486,1235019600000,47.08,0.94875,55.71745199237821,1.0061925401865874,3.145349459813413,312.5991631015415,1.3738664222434132,-1.3738664222434132,-100.0,,,
2009-02-20,13.0286,1235106000000,49.3,0.95,55.50696374716907,1.0079848238827571,3.6654571761172425,363.64209949093316,1.3779027647324875,-1.3779027647324875,-100.0,,,
2009-02-23,12.4214,1235365200000,52.62,0.9481299999999999,50.8371133696336,0.8671925946609003,4.545865405339102,524.2048229340195,1.2199097175634117,-1.2199097175634117,-100.0,,,
2009-02-24,12.8929,1235451600000,45.49,0.9493799999999999,51.21952307868437,0.908091862419144,3.7936211375808577,417.7574202101872,1.2741704186995877,-1.2741704186995877,-100.0,,,
2009-02-25,13.0229,1235538000000,44.67,0.95063,50.390701753820416,0.8998103116934315,3.4266026883065672,380.81389419262655,1.269552544151319,-1.269552544151319,-100.0,,,
2009-02-26,12.7414,1235624400000,44.66,0.95563,50.333484053600294,0.8792254123526577,3.497132587647342,397.7515365814564,1.240867685390083,-1.240867685390083,-100.0,,,
2009-02-27,12.7586,1235710800000,46.35,0.96375,49.619348970946156,0.865755816301542,4.67578618369846,540.0814058256224,1.22771114752402,-1.22771114752402,-100.0,,,
2009-03-02,12.5629,1235970000000,52.65,0.9631299999999999,49.04513822686865,0.8408120955603042,5.226500904439696,621.6015364237637,1.1972286792051383,-1.1972286792051383,-100.0,,,
2009-03-03,12.6243,1236056400000,50.93,0.96688,48.443963270284684,0.8326893701033421,5.459981629896658,655.7044950890919,1.190767877893463,-1.190767877893463,-100.0,,,
2009-03-04,13.0243,1236142800000,47.56,0.9731299999999999,47.90546458181048,0.8477962098368765,5.138574790163122,606.1096676938232,1.2170828022793678,-1.2170828022793678,-100.0,,,
2009-03-05,12.6914,1236229200000,50.17,0.9793799999999999,47.83263615859475,0.8246875031268529,6.010270496873147,728.7936914388589,1.1844010742103004,-1.1844010742103004,-100.0,,,
2009-03-06,12.1857,1236315600000,49.33,0.98375,46.845032764830215,0.7724217065075907,6.603407293492409,854.8966500888355,1.1177121563781842,-1.1177121563781842,-100.0,,,
2009-03-09,11.8729,1236571200000,49.68,0.9893799999999999,47.07110923899013,0.7569756291795846,7.149637370820416,944.5003372921319,1.0932896749666536,-1.0932896749666536,-100.0,,,
2009-03-10,12.6611,1236657600000,44.37,1.00375,48.931492923522434,0.8454113230575341,6.647955676942469,786.3575392980687,1.2037445258180233,-1.2037445258180233,-100.0,,,
2009-03-11,13.24,1236744000000,43.61,1.01719,49.39189610853642,0.8940394812431842,6.135860518756817,686.3075565997096,1.2684558660005445,-1.2684558660005445,-100.0,,,
2009-03-12,13.7643,1236830400000,41.18,1.015,49.5500471561767,0.9329408693708156,5.4398301306291845,583.084127753762,1.322234982694929,-1.322234982694929,-100.0,,,
2009-03-13,13.7043,1236916800000,42.36,1.01125,48.98315788697829,0.9162828881963659,5.3568881118036344,584.6325606220004,1.3039668965502749,-1.3039668965502749,-100.0,,,
2009-03-16,13.6314,1237176000000,43.74,1.01063,48.97435154397792,0.911208931280127,5.0841490687198725,557.9564569870183,1.2968449410748957,-1.2968449410748957,-100.0,,,
2009-03-17,14.2371,1237262400000,40.8,1.00938,47.676884937711314,0.9218367164871006,4.406850283512899,478.0510696413081,1.324638225815427,-1.324638225815427,-100.0,,,
2009-03-18,14.5029,1237348800000,40.06,1.00063,47.79838455663261,0.9418071031577931,3.6873058968422074,391.51391877158363,1.3523432351081102,-1.3523432351081102,-100.0,,,
2009-03-19,14.5171,1237435200000,43.68,0.9706299999999999,47.79072016703906,0.942251496436116,3.546535503563886,376.38947955805537,1.3539257856486788,-1.3539257856486788,-100.0,,,
2009-03-20,14.5129,1237521600000,45.89,0.9706299999999999,46.6215168395675,0.9145675060035368,3.615745493996463,395.35031260803186,1.3261226920884326,-1.3261226920884326,-100.0,,,
2009-03-23,15.38,1237780800000,43.23,0.9656299999999999,47.96869338885078,1.0026290708577976,2.524570929142203,251.79510573958427,1.4389033774698508,-1.4389033774698508,-100.0,,,
2009-03-24,15.2144,1237867200000,42.93,0.9693799999999999,47.896143013481954,0.9900891265067342,2.7504788734932677,277.80113929718624,1.4215695197374796,-1.4215695197374796,-100.0,,,
2009-03-25,15.2129,1237953600000,42.25,0.9656299999999999,47.88977937318465,0.9897960665290269,3.2666169334709734,330.0292902684693,1.4213303577552008,-1.4213303577552008,-100.0,,,
2009-03-26,15.6957,1238040000000,40.36,0.9656299999999999,48.21150865073907,1.0293676567027248,2.428361343297276,235.90806719882903,1.4745972167996584,-1.4745972167996584,-100.0,,,
2009-03-27,15.2643,1238126400000,41.04,0.95625,48.62823651478252,1.0112560135493034,2.4108149864506974,238.39808655270446,1.4444903758545662,-1.4444903758545662,-100.0,,,
2009-03-30,14.9271,1238385600000,45.54,0.94563,48.82903837604672,0.99365182743455,3.0914351725654514,311.1185515098425,1.4175837018994937,-1.4175837018994937,-100.0,,,
2009-03-31,15.0171,1238472000000,44.14,0.9381299999999999,47.316394619584685,0.9628632652042272,3.5495237347957747,368.6425542512423,1.3895415547137595,-1.3895415547137595,-100.0,,,
2009-04-01,15.5271,1238558400000,42.28,0.9268799999999999,47.06509295906742,0.98914068964781,3.3665463103521898,340.35060387121183,1.4306048281143262,-1.4306048281143262,-100.0,,,
2009-04-02,16.1014,1238644800000,42.04,0.915,47.40440870411918,1.0344209299795466,2.6625370700204516,257.3939672772377,1.49253686220651,-1.49253686220651,-100.0,,,
2009-04-03,16.57,1238731200000,39.7,0.9106299999999999,47.39520646332081,1.0642299147098164,2.2157700852901847,208.20407833530587,1.5358008408422883,-1.5358008408422883,-100.0,,,
2009-04-06,16.9214,1238990400000,40.93,0.9106299999999999,47.43154626056445,1.0877924255321902,1.8874655744678102,173.51339558596285,1.5693639565797481,-1.5693639565797481,-100.0,,,
2009-04-07,16.4286,1239076800000,40.39,0.9075,47.60676767816246,1.0607281028301196,2.020713897169883,190.50253234343785,1.5283618155387089,-1.5283618155387089,-100.0,,,
2009-04-08,16.6171,1239163200000,38.85,0.9006299999999999,47.333181682244955,1.0654763903397182,1.6203106096602833,152.0738164027887,1.5386686844290072,-1.5386686844290072,-100.0,,,
2009-04-09,17.0814,1239249600000,36.53,0.895,47.455740734156564,1.0985631583040512,0.6504948416959504,59.213240201881206,1.5851395513571909,-1.5851395513571909,-100.0,,,
2009-04-10,17.1743,1239336000000,37.81,0.895,46.964653477133254,1.09091366711226,0.8224573328877414,75.39160592467915,1.5801363858128674,-1.5801363858128674,-100.0,,,
2009-04-13,16.9014,1239595200000,37.67,0.895,46.80068128044833,1.0691026292256811,1.0024553707743218,93.76605607081612,1.5505515883009515,-1.5505515883009515,-100.0,,,
2009-04-14,16.8057,1239681600000,36.17,0.89,46.70441091410976,1.0603785273588002,1.4183504726411975,133.75888289383195,1.539243465035975,-1.539243465035975,-100.0,,,
2009-04-15,17.35,1239768000000,35.79,0.885,45.43425603357496,1.0590759758865005,1.4047240241134986,132.6367565780796,1.5535969720451508,-1.5535969720451508,-100.0,,,
2009-04-16,17.6314,1239854400000,33.94,0.8818799999999999,44.25753799863382,1.042725507142432,1.1212324928575692,107.52901748133922,1.5453601543159223,-1.5453601543159223,-100.0,,,
2009-04-17,17.2143,1239940800000,39.18,0.88094,43.005953670658215,0.9832847012464264,2.268886298753574,230.74561171118594,1.474056050420952,-1.474056050420952,-100.0,,,
2009-04-20,17.3943,1240200000000,37.14,0.88094,43.00537428752593,0.9935500855702272,2.164620914429772,217.8673169946368,1.4894531474981871,-1.4894531474981871,-100.0,,,
2009-04-21,17.3586,1240286400000,38.1,0.88125,42.98979015622528,0.9910782235450536,2.8081637764549456,283.3443122592522,1.485954397838796,-1.485954397838796,-100.0,,,
2009-04-22,17.9143,1240372800000,37.15,0.8793799999999999,43.30834695983966,1.0319885992307496,2.360382400769251,228.72175162871892,1.5427638580126042,-1.5427638580126042,-100.0,,,
2009-04-23,17.7,1240459200000,36.82,0.86188,42.92696459609035,1.0085436154175025,2.404756384582501,238.438511515143,1.5137324232339413,-1.5137324232339413,-100.0,,,
2009-04-24,17.8186,1240545600000,38.32,0.8525,42.775378452155856,1.0108313234476762,3.0274106765523237,299.49711750390094,1.51968777383002,-1.51968777383002,-100.0,,,
2009-04-27,17.7003,1240804800000,37.95,0.84688,42.1771120954196,0.9869757229181166,3.3274152770818834,337.1324339411274,1.4926220014660692,-1.4926220014660692,-100.0,,,
2009-04-28,17.8771,1240891200000,36.08,0.84,42.13815630361807,0.995627831696586,3.446059168303416,346.119208261907,1.5065327335110368,-1.5065327335110368,-100.0,,,
2009-04-29,17.9757,1240977600000,36.5,0.83125,42.07899652200358,0.9992978438219148,3.357131156178087,335.9490042866902,1.513286554562958,-1.513286554562958,-100.0,,,
2009-04-30,18.1771,1241064000000,35.3,0.8225,42.09708117076961,1.0109161444742938,3.1237708555257058,309.0039537503043,1.5309325212766185,-1.5309325212766185,-100.0,,,
2009-05-01,18.8671,1241150400000,34.53,0.8225,42.289998681095426,1.055159163737426,2.373127836262575,224.90709627700517,1.5949152845029566,-1.5949152845029566,-100.0,,,
