Datetime,Timestamp,Price,VIX,1-Month-LIBOR,1-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Straps,100-Straps-P,100-Straps-ROI,105-Calls,105-Calls-P,105-Calls-ROI,105-Puts,105-Puts-P,105-Puts-ROI,105-Straps,105-Straps-P,105-Straps-ROI
2008-09-29,1222660800000,15.0371,46.72,3.72,72.57931304768493,1.2671857124726014,-1.2671857124726014,-100.0,1.2212794799553714,0.1187205200446284,9.720995234355918,3.755650904900573,-2.4156509049005743,-64.32043249143587,0.9538849962099204,-0.9538849962099204,-100.0,1.6575384520668308,0.43431654793316987,26.20250211339643,3.5653084444866714,-1.4734534444866707,-41.32751674725907
2008-09-30,1222747200000,16.2371,39.39,3.92625,77.431193425969,1.4590149279300366,-1.4590149279300366,-100.0,1.4067013712817564,1.2917986287182446,91.83176010848592,4.324731227141831,-1.6262312271418289,-37.603058819833024,1.1206947399522358,-1.1206947399522358,-100.0,1.8776205054715387,1.6327344945284636,86.95764078899558,4.11900998537601,-0.6086549853760079,-14.776730028258136
2008-10-01,1222833600000,15.5886,39.81,4.0025,77.79338989917788,1.4075988570535802,-1.4075988570535802,-100.0,1.3564008937124628,1.3578991062875367,100.11045499763516,4.171598607819623,-1.4572986078196235,-34.93381662099347,1.0827489341664451,-1.0827489341664451,-100.0,1.8084210726582717,1.6853089273417297,93.19228540421871,3.9739189409911617,-0.4801889409911606,-12.083511217050479
2008-10-02,1222920000000,14.3,45.26,4.045,79.92127343044058,1.325991809510521,-1.325991809510521,-100.0,1.2785281506955863,-0.7556281506955864,-59.10140893530463,3.9305117697166283,-3.4076117697166284,-86.6963889021073,1.0281098344155462,-1.0281098344155462,-100.0,1.6932729926598666,-0.4553729926598651,-26.893064180073253,3.749492661490959,-2.511592661490959,-66.9848667070665
2008-10-03,1223006400000,13.8671,45.14,4.11,79.93677943443325,1.2864340965393524,-1.2864340965393524,-100.0,1.239668925744521,-0.26396892574452124,-21.293501858650426,3.8125371188232258,-2.836837118823226,-74.40811801719171,0.9975236444933886,-0.9975236444933886,-100.0,1.6417752151588143,0.027279784841185872,1.6616029155091738,3.6368225041455915,-1.9677675041455913,-54.106778703182385
2008-10-06,1223265600000,14.02,52.05,4.0925,79.82219301317146,1.2987038124786132,-1.2987038124786132,-100.0,1.25162398325289,0.17697601674710928,14.13971121639584,3.849031608210116,-2.4204316082101167,-62.88417073653677,1.0066118745211616,-1.0066118745211616,-100.0,1.6581780538341562,0.4714219461658438,28.430116119061445,3.6714018028764794,-1.5418018028764795,-41.994907821543926
2008-10-07,1223352000000,12.7371,53.68,4.14,82.83308296373534,1.2235804126321908,-1.11638041263219,-91.23882673396268,1.1803130320333128,-1.1803130320333128,-100.0,3.6274738572976943,-3.413073857297693,-94.08955078839027,0.9584264477902008,-0.9584264477902008,-100.0,1.5498506981613778,-1.0201956981613778,-65.82541785293631,3.466703593741779,-2.937048593741779,-84.7216531301911
2008-10-08,1223438400000,12.8271,57.53,4.29375,82.85546979117929,1.2332923951676085,-1.2332923951676085,-100.0,1.1881039379672218,-0.688103937967222,-57.916139823972685,3.654688728302439,-3.154688728302439,-86.31894431588856,0.96616811748886,-0.96616811748886,-100.0,1.560075237428455,-0.4187202374284542,-26.83974640342669,3.492411472406175,-2.3510564724061744,-67.31899980807134
2008-10-09,1223524800000,12.6771,63.92,4.5125,82.49592851771139,1.2147458094284271,-1.2147458094284271,-100.0,1.167814746345634,0.010685253654365573,0.9149784833426902,3.5973063652024884,-2.4188063652024887,-67.23937634559343,0.9505730831430848,-0.9505730831430848,-100.0,1.5351504669061518,0.2772045330938484,18.057157201828524,3.4362966331923213,-1.623941633192321,-47.258482213268024
2008-10-10,1223611200000,13.8286,69.95,4.5875,88.30224487529007,1.4164405642449769,-1.4164405642449769,-100.0,1.3643973423199842,0.6671026576800152,48.89357645227393,4.1972784708099375,-2.165778470809938,-51.5995897311053,1.1289128892690004,-1.1289128892690004,-100.0,1.765697506247759,0.9572324937522412,54.212711427929285,4.023523284785759,-1.3005932847857595,-32.32473612626334
2008-10-13,1223870400000,15.7514,54.99,4.56,98.35028966577144,1.7922799155387317,-1.7922799155387317,-100.0,1.7333550240383702,0.7394449759616295,42.659753236176094,5.317914855115833,-2.845114855115834,-53.50057179608346,1.466643330301994,-1.466643330301994,-100.0,2.192342194226619,1.068027805773383,48.71629112398421,5.125628854830607,-1.8652588548306053,-36.3908294505699
2008-10-14,1223956800000,14.8686,55.13,4.46875,99.14214867594228,1.7046374256823915,-1.7046374256823915,-100.0,1.6501260425441284,0.2470739574558732,14.973035458245347,5.059400893908912,-3.1622008939089103,-62.50148901455765,1.3974627347145354,-1.3974627347145354,-100.0,2.083655782419358,0.5569742175806436,26.730625196352445,4.878581251848429,-2.2379512518484272,-45.872993321582946
2008-10-15,1224043200000,13.9929,69.25,4.35875,99.78998589861595,1.6139198642784214,-1.6139198642784214,-100.0,1.5638795099814562,-1.1423795099814562,-73.04779573427635,4.791719238538299,-4.370219238538299,-91.203574771034,1.3250194109650053,-1.3250194109650053,-100.0,1.9721220389531888,-0.8509770389531885,-43.1503234660311,4.622160860883199,-3.501015860883199,-75.74413713100905
2008-10-16,1224129600000,14.5557,67.61,4.2775,100.998369426093,1.6982716601259416,-1.6982716601259416,-100.0,1.6471872606979137,-0.3300872606979137,-20.039449586202824,5.043730580949797,-3.726630580949797,-73.88639264407391,1.3980392175199157,-1.3980392175199157,-100.0,2.0721855981204893,-0.027300598120488573,-1.3174784220704323,4.868264033160321,-2.82337903316032,-57.9956020036874
2008-10-17,1224216000000,13.9143,70.33,4.18125,101.3242093204196,1.6280685121763616,-1.6280685121763616,-100.0,1.5803320923735258,-0.3703320923735252,-23.433814586231517,4.836469116726249,-3.6264691167262484,-74.98174865181323,1.341179955598463,-1.341179955598463,-100.0,1.986771714805485,-0.0810567148054826,-4.079820253199974,4.669131626002411,-2.7634166260024102,-59.18480881140581
2008-10-20,1224475200000,14.0629,52.97,3.75125,101.62989633685926,1.6481000324409818,-1.6481000324409818,-100.0,1.6048078034723623,-0.7519078034723625,-46.853448858202285,4.901007868354326,-4.048107868354326,-82.59745703517123,1.358436115195448,-1.358436115195448,-100.0,2.0161242747784023,-0.4600792747784013,-22.81998587755558,4.732996505169298,-3.1769515051692974,-67.12347033638171
2008-10-21,1224561600000,13.07,53.11,3.5275,102.76209177681874,1.5473870705540955,-0.9173870705540964,-59.286204984612816,1.5095479029497172,-1.5095479029497172,-100.0,4.604322044057908,-3.3443220440579102,-72.63440767298006,1.2784899487458592,-1.2784899487458592,-100.0,1.892258822761263,-1.8687588227612608,-98.75809800872221,4.449238720252981,-4.425738720252979,-99.4718197543991
2008-10-22,1224648000000,13.8386,69.65,3.275,104.89451094538649,1.670441515498645,-1.670441515498645,-100.0,1.6332411275237655,-0.8532411275237664,-52.242201910345315,4.9741241585210565,-4.194124158521056,-84.31884739620341,1.3862788106062425,-1.3862788106062425,-100.0,2.039148403232621,-0.5672184032326211,-27.81643564212496,4.811706024445106,-3.339776024445106,-69.4093946612263
2008-10-23,1224734400000,14.0329,67.8,3.25875,105.04283539930077,1.6961628445339665,-1.6961628445339665,-100.0,1.6586270699693273,-1.054327069969327,-63.566252417960605,5.0509527590372585,-4.44665275903726,-88.03592057124717,1.4080486345527836,-1.4080486345527836,-100.0,2.070281071259912,-0.7643360712599109,-36.91943484730595,4.886378340365479,-3.5804333403654773,-73.2737641452806
2008-10-24,1224820800000,13.7686,79.13,3.24,105.00949679354812,1.6636045236770816,-1.1865045236770817,-71.32130904853149,1.6269873309487088,-1.6269873309487088,-100.0,4.954196378302872,-3.999996378302872,-80.7395604223732,1.3809194221651715,-1.3809194221651715,-100.0,2.0309013698003806,-1.8195713698003804,-89.59427556933638,4.792740214130724,-4.581410214130724,-95.59062268017526
2008-10-27,1225080000000,13.1557,80.06,3.21875,104.5729606439088,1.5829627560451431,-0.4443627560451429,-28.071586292739692,1.5482047182425511,-1.5482047182425511,-100.0,4.714130230332837,-2.4369302303328366,-51.69416437951861,1.3127887820108342,-0.8319737820108344,-63.37453468611132,1.9340778423181133,-1.9340778423181133,-100.0,4.559655406339782,-3.598025406339782,-78.91002906353533
2008-10-28,1225166400000,14.2729,66.96,3.1175,108.15840879690857,1.7746419093910917,-1.7746419093910917,-100.0,1.738116861704876,-1.4952168617048756,-86.02510536824629,5.2874006804870595,-5.044500680487059,-95.406060280311,1.4823290955081465,-1.4823290955081465,-100.0,2.1576227954376184,-1.201077795437616,-55.666717925734936,5.122280986453911,-4.165735986453909,-81.32579992137046
2008-10-29,1225252800000,14.9357,69.96,2.85,106.69114556298284,1.830866517079852,-1.830866517079852,-100.0,1.7959210965310817,-0.4316210965310816,-24.033410897883037,5.457654130690786,-4.093354130690786,-75.0020802467503,1.5247923500685507,-1.5247923500685507,-100.0,2.2348846584923425,-0.12379965849234155,-5.5394204806908025,5.284469358629444,-3.173384358629443,-60.051145030245344
2008-10-30,1225339200000,15.8629,62.9,2.58125,107.3014398652007,1.9539112181468423,-1.9539112181468423,-100.0,1.9202925555197088,-0.09599255551971007,-4.998850578459416,5.8281149918133925,-4.003814991813393,-68.69828404960185,1.6291276928585177,-1.6291276928585177,-100.0,2.3869730971000296,0.2304719028999722,9.655404293411438,5.645228482817065,-3.0277834828170667,-53.63438330322728
2008-10-31,1225425600000,15.37,59.89,2.3575,106.2003791270882,1.8728414244520384,-1.8728414244520384,-100.0,1.8430882528442727,-0.008788252844274425,-0.4768221397272919,5.58877110174835,-3.7544711017483507,-67.17883114901288,1.558025753896029,-1.558025753896029,-100.0,2.2952849237078787,0.3075150762921215,13.397686409901194,5.411336431499937,-2.8085364314999364,-51.900976164615486
2008-11-03,1225688400000,15.28,53.68,2.1775,104.47746708301136,1.831136219341193,-1.831136219341193,-100.0,1.8038136628808952,-0.15671366288089494,-8.68790752092461,5.466086101563281,-3.8189861015632816,-69.86692179018301,1.5178934859032258,-1.5178934859032258,-100.0,2.2532048016199173,0.1578951983800838,7.00758307751549,5.288991773426369,-2.8778917734263683,-54.412861594639665
2008-11-04,1225774800000,15.8557,47.73,1.95625,104.92691348828123,1.9069057473462312,-1.9069057473462312,-100.0,1.8814322211912904,1.2371677788087103,65.75670198873054,5.6952437158837546,-2.576643715883752,-45.24202728493638,1.582086287196084,-1.582086287196084,-100.0,2.3481240847334,1.5632609152666008,66.57488526395696,5.5122966591255675,-1.6009116591255665,-29.04255264410105
2008-11-05,1225861200000,14.7571,54.56,1.7675,106.53918393385577,1.800651913076222,-1.800651913076222,-100.0,1.7792292522081283,0.2021707477918709,11.36282733329418,5.380533078360572,-3.399133078360573,-63.17465256428228,1.4987693156954949,-1.4987693156954949,-100.0,2.214130521783998,0.5051244782160023,22.81367215014076,5.211669153174988,-2.4924141531749875,-47.82372172755038
2008-11-06,1225947600000,14.1571,63.68,1.6225,106.53727758327169,1.7266665973449842,-1.7266665973449842,-100.0,1.7077998146019802,-0.4077998146019812,-23.87866605413721,5.161133009291948,-3.8611330092919487,-74.81173227546125,1.4371302579835978,-1.4371302579835978,-100.0,2.1251751361034428,-0.1173201361034435,-5.520492598955992,4.9994356520706384,-2.991580652070639,-59.83836697311232
2008-11-07,1226034000000,14.0343,56.1,1.53875,106.38763555955411,1.708891216547209,-1.708891216547209,-100.0,1.69115289148602,0.0945471085139804,5.590689581644013,5.108935324580439,-3.3232353245804376,-65.04751212236872,1.4218785852488898,-1.4218785852488898,-100.0,2.1049683439346407,0.3824466560653592,18.16876045510897,4.94872551443242,-2.4613105144324194,-49.73625041951256
2008-11-10,1226293200000,13.6971,59.98,1.4775,90.34166811690548,1.4188003530773068,-1.4188003530773068,-100.0,1.4021769156526087,-0.04507691565260785,-3.2147808988588227,4.239777621807223,-2.882677621807222,-67.99124574317811,1.1361941650187912,-1.1361941650187912,-100.0,1.8035945557228592,0.2383604442771423,13.215855166607016,4.075982885760442,-2.03402788576044,-49.90275824921573
2008-11-11,1226379600000,13.5386,61.44,1.40875,87.1245669767532,1.3526534138267223,-1.3526534138267223,-100.0,1.3369864561222915,0.05301354387770907,3.9651519007504463,4.042293283775736,-2.6522932837757356,-65.6135786688476,1.073018621360756,-1.073018621360756,-100.0,1.7334983157711044,0.3334316842288967,19.234612528629874,3.8795355584926163,-1.8126055584926153,-46.722230822828145
2008-11-12,1226466000000,12.8743,66.46,1.4225,87.49838039902096,1.2918064427250302,-1.2918064427250302,-100.0,1.276762889351594,-0.6610628893515935,-51.77648057168355,3.8603757748016543,-3.244675774801653,-84.05077547064353,1.0259187587857976,-1.0259187587857976,-100.0,1.6538380277436886,-0.394423027743688,-23.848951416469397,3.705675545315284,-2.4462605453152833,-66.01388911146975
2008-11-13,1226552400000,13.7771,59.83,1.4775,86.66154760121253,1.3695986863665262,-1.3695986863665262,-100.0,1.3528781572221231,0.05132184277787832,3.793530297159792,4.092075529955175,-2.687875529955173,-65.68489536126957,1.0849485258877287,-1.0849485258877287,-100.0,1.7562469702861083,0.3368080297138931,19.17771449074865,3.9261440220615658,-1.8330890220615643,-46.68929646393954
2008-11-14,1226638800000,12.8914,66.31,1.47375,88.31976272460123,1.3057749208054164,-1.3057749208054164,-100.0,1.290169003968335,-0.7258690039683335,-56.26154416480998,3.9017188455791683,-3.3374188455791662,-85.53714344027172,1.039582594563652,-1.039582594563652,-100.0,1.6677663818847188,-0.458896381884716,-27.51562730063691,3.746931571012023,-2.538061571012022,-67.73706759545938
2008-11-17,1226898000000,12.5914,69.15,1.4525,88.43117524090357,1.2768793105375271,-1.2768793105375271,-100.0,1.2618562180924189,-0.8633562180924184,-68.41953985831894,3.8156148391674733,-3.417114839167473,-89.55607374440999,1.016904752642696,-1.016904752642696,-100.0,1.6307005055753299,-0.6026305055753287,-36.95531481807652,3.664510010860722,-2.6364400108607207,-71.94522604787406
2008-11-18,1226984400000,12.8443,67.64,1.41375,84.18680808184374,1.2405016483139804,-1.1205016483139811,-90.32649411122536,1.225585415570694,-1.225585415570694,-100.0,3.706588712198655,-3.4665887121986563,-93.52504368207508,0.9749642962215096,-0.9749642962215096,-100.0,1.6015172518410576,-1.0793022518410569,-67.39248363389919,3.5514458442840766,-3.0292308442840756,-85.2957070754581
2008-11-19,1227070800000,12.3271,74.26,1.39875,85.00306931806753,1.2018989945086125,-0.01759899450861191,-1.46426568197664,1.1877351944379724,-1.1877351944379724,-100.0,3.5915331834551973,-1.2229331834551966,-34.05044923679882,0.9471216176954408,-0.3791766176954408,-40.03462814184967,1.5486046276212695,-1.5486046276212695,-100.0,3.442847863012151,-2.306957863012151,-67.00725547000475
2008-11-20,1227157200000,11.4986,80.86,1.395,87.24183279210985,1.1503058460607436,0.6396941539392573,55.61078874196014,1.137129390171098,-1.137129390171098,-100.0,3.4377410822925847,0.14225891770741672,4.138151021325495,0.9128234934698788,0.3022465065301221,33.111166473290986,1.4739182147857541,-1.4739182147857541,-100.0,3.2995652017255117,-0.8694252017255102,-26.34968999160384
2008-11-21,1227243600000,11.7971,72.67,1.41125,83.46153500542864,1.1296423815156418,0.07465761848435815,6.608960473330505,1.115966486620219,-1.115966486620219,-100.0,3.3752512496515026,-0.9666512496515028,-28.63938646793509,0.8857094480138326,-0.27126444801383265,-30.626798508487425,1.4612047583736394,-1.4612047583736394,-100.0,3.2326236544013045,-2.0037336544013047,-61.984748879541456
2008-11-24,1227502800000,13.2786,64.7,1.43625,81.83963577564587,1.2471835891504195,-1.2471835891504195,-100.0,1.2315177231340702,-1.19581772313407,-97.10113794309449,3.7258849014349087,-3.690184901434909,-99.04183835667463,0.9724972546869052,-0.9724972546869052,-100.0,1.6199780953697394,-0.9203480953697384,-56.81237900687051,3.5649726047435495,-2.8653426047435486,-80.37488425383484
2008-11-25,1227589200000,12.9714,60.9,1.43125,80.54041131591619,1.1991723550285611,-1.1991723550285611,-100.0,1.1839221626794671,-1.1525221626794675,-97.3477986146543,3.5822668727365894,-3.5508668727365897,-99.12346005712266,0.9307774029078316,-0.9307774029078316,-100.0,1.5633347009412812,-0.8833647009412804,-56.50515532018883,3.4248895067569443,-2.7449195067569434,-80.14622081505135
2008-11-26,1227675600000,13.5714,54.92,1.9,79.97191762035007,1.2482649499768732,-1.2482649499768732,-100.0,1.2270877967153924,-0.3213877967153911,-26.19110039034419,3.7236176966691374,-2.817917696669137,-75.67688001885449,0.9670941818646392,-0.9670941818646392,-100.0,1.6234281709400875,-0.03915817094008567,-2.4120667388326846,3.557616534669366,-1.9733465346693642,-55.468219113524015
2008-11-28,1227848400000,13.2386,55.28,1.90125,79.31334927519892,1.2077620957430613,-1.2077620957430613,-100.0,1.187090671885735,-0.4784906718857345,-40.30784532453913,3.6026148633718567,-2.894014863371857,-80.33095329716183,0.933455364371385,-0.933455364371385,-100.0,1.5736803693211898,-0.2031503693211896,-12.909252303173794,3.44059109806396,-2.0700610980639595,-60.16585636197206
2008-12-01,1228107600000,12.7043,68.51,1.91125,79.14345398204216,1.1566146361052203,-1.1566146361052203,-100.0,1.1366732400319872,-0.6223732400319868,-54.753927348062895,3.4499025122424283,-2.9356025122424274,-85.09233237243835,0.8933650641635289,-0.8933650641635289,-100.0,1.507641598286635,-0.358126598286634,-23.7540937245051,3.2943717266136927,-2.1448567266136918,-65.10670029391021
2008-12-02,1228194000000,13.21,62.98,1.89875,79.99320625437485,1.2153373276421642,-1.2153373276421642,-100.0,1.194737662760212,0.10386233723978844,8.693317409935371,3.6254123180445403,-2.32681231804454,-64.18062592393811,0.9416558989718152,-0.9416558989718152,-100.0,1.5805262508457665,0.3785737491542349,23.952386045575253,3.463838048789397,-1.5047380487893958,-43.44135111384027
2008-12-03,1228280400000,13.7,60.72,1.89,77.80250358263392,1.2262927385600335,-1.2262927385600335,-100.0,1.2050273421237463,0.7335726578762527,60.876017683001315,3.6576128192438135,-1.7190128192438143,-46.99821725797671,0.9423768960627444,-0.9423768960627444,-100.0,1.6050482298046438,1.018551770195356,63.45926254934579,3.4898020219301324,-0.8662020219301327,-24.82095019966363
2008-12-04,1228366800000,13.0586,63.64,1.87625,77.23953406088674,1.160463360124267,-1.160463360124267,-100.0,1.140340908598276,0.7468590914017241,65.49436977752333,3.4612676288468105,-1.5740676288468105,-45.47662294958805,0.8898343290041097,-0.8898343290041097,-100.0,1.52163575490182,1.018494245098181,66.93416882569885,3.3013044129100395,-0.7611744129100382,-23.05677749478052
2008-12-05,1228453200000,13.4286,59.93,1.8675,77.59525771182669,1.1987251148372635,-1.1987251148372635,-100.0,1.1781289445035092,0.41757105549648976,35.443578348927154,3.5755791741780363,-1.9798791741780373,-55.37226495993275,0.9204441218873614,-0.9204441218873614,-100.0,1.5702481430369213,0.6968818569630786,44.380364979466364,3.411136386811644,-1.1440063868116441,-33.53739801301043
2008-12-08,1228712400000,14.2457,58.49,1.825,79.34133588575338,1.299685135197171,-1.299685135197171,-100.0,1.2783326035994689,0.3444673964005309,26.946617447649842,3.877702873993811,-2.254902873993811,-58.150481026190405,1.0045701112386372,-1.0045701112386372,-100.0,1.6944349530610523,0.6406500469389487,37.80906701562036,3.703575175538327,-1.3684901755383256,-36.95051701871857
2008-12-09,1228798800000,14.2943,58.91,1.635,78.09789378692551,1.2829140323981827,-1.2829140323981827,-100.0,1.2637177441629175,0.4076822558370825,32.260546923564,3.829545808959283,-2.1581458089592838,-56.355137570368434,0.9868898871789497,-0.9868898871789497,-100.0,1.6814487845319226,0.7046662154680776,41.90827707334785,3.6552285588898217,-1.2691135588898215,-34.72049800560983
2008-12-10,1228885200000,14.03,55.73,1.43875,74.64151874375506,1.2030605387566435,-1.2030605387566435,-100.0,1.18647938909809,0.03782061090190947,3.187633198639805,3.592600466611377,-2.3683004666113776,-65.92162108260295,0.9126175867404474,-0.9126175867404474,-100.0,1.5967073795989668,0.3290926204010338,20.610703288895024,3.4219425530798615,-1.4961425530798609,-43.722024255880136
2008-12-11,1228971600000,13.5714,55.78,1.195,73.90915153656455,1.1511903315458465,-1.1511903315458465,-100.0,1.1378671580384294,-0.5278671580384282,-46.39093011071864,3.4402478211301224,-2.830247821130121,-82.26871924012684,0.8704406384530516,-0.8704406384530516,-100.0,1.5350213062702638,-0.246451306270262,-16.05523684026771,3.275902583176367,-1.9873325831763653,-60.66519173623949
