Datetime,Price,Timestamp,VIX,9-Month-LIBOR,9-Month-VM,96-Calls,96-Calls-P,96-Calls-ROI,96-Puts,96-Puts-P,96-Puts-ROI,93-Calls,93-Calls-P,93-Calls-ROI,93-Puts,93-Puts-P,93-Puts-ROI,99-Calls,99-Calls-P,99-Calls-ROI,99-Puts,99-Puts-P,99-Puts-ROI,96-Strangles,96-Strangles-P,96-Strangles-ROI
2010-09-01,20.450001,1283313600000,23.89,0.6627381081081081,,,,,,,,,,,,,,,,,,,,,,
2010-09-02,21.059998999999998,1283400000000,23.19,0.6596435135135135,,,,,,,,,,,,,,,,,,,,,,
2010-09-03,21.049999,1283486400000,21.31,0.6550340540540539,,,,,,,,,,,,,,,,,,,,,,
2010-09-07,20.540001,1283832000000,23.8,0.6527883783783783,,,,,,,,,,,,,,,,,,,,,,
2010-09-08,20.9,1283918400000,23.25,0.6519094594594594,,,,,,,,,,,,,,,,,,,,,,
2010-09-09,20.709999,1284004800000,22.81,0.6526081081081081,,,,,,,,,,,,,,,,,,,,,,
2010-09-10,20.17,1284091200000,21.99,0.6514467567567568,,,,,,,,,,,,,,,,,,,,,,
2010-09-13,20.719998999999998,1284350400000,21.21,0.6490391891891891,,,,,,,,,,,,,,,,,,,,,,
2010-09-14,21.120001000000002,1284436800000,21.56,0.6404745945945947,,,,,,,,,,,,,,,,,,,,,,
2010-09-15,21.98,1284523200000,22.1,0.6316505405405406,,,,,,,,,,,,,,,,,,,,,,
2010-09-16,20.940001000000002,1284609600000,21.72,0.6298708108108109,,,,,,,,,,,,,,,,,,,,,,
2010-09-17,20.23,1284696000000,22.01,0.6290489189189189,,,,,,,,,,,,,,,,,,,,,,
2010-09-20,21.059998999999998,1284955200000,21.5,0.6290489189189189,,,,,,,,,,,,,,,,,,,,,,
2010-09-21,20.77,1285041600000,22.35,0.6289272972972972,,,,,,,,,,,,,,,,,,,,,,
2010-09-22,19.870001000000002,1285128000000,22.51,0.6185827027027027,,,,,,,,,,,,,,,,,,,,,,
2010-09-23,19.559998999999998,1285214400000,23.87,0.6177267567567568,,,,,,,,,,,,,,,,,,,,,,
2010-09-24,20.1,1285300800000,21.71,0.616292972972973,,,,,,,,,,,,,,,,,,,,,,
2010-09-27,20.530001000000002,1285560000000,22.54,0.6162297297297297,,,,,,,,,,,,,,,,,,,,,,
2010-09-28,21.4,1285646400000,22.6,0.6161081081081081,,,,,,,,,,,,,,,,,,,,,,
2010-09-29,21.98,1285732800000,23.25,0.6158648648648649,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,20.41,1285819200000,23.7,0.6164948648648648,,,,,,,,,,,,,,,,,,,,,,
2010-10-01,20.6,1285905600000,22.5,0.6158235135135135,,,,,,,,,,,,,,,,,,,,,,
2010-10-04,20.99,1286164800000,23.53,0.61506,,,,,,,,,,,,,,,,,,,,,,
2010-10-05,21.120001000000002,1286251200000,21.76,0.613621081081081,,,,,,,,,,,,,,,,,,,,,,
2010-10-06,20.459999,1286337600000,21.49,0.6108986486486486,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,20.43,1286424000000,21.56,0.6093129729729729,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,20.43,1286510400000,20.71,0.6075556756756757,,,,,,,,,,,,,,,,,,,,,,
2010-10-11,20.24,1286769600000,18.96,0.6065405405405405,,,,,,,,,,,,,,,,,,,,,,
2010-10-12,20.24,1286856000000,18.93,0.6066913513513513,,,,,,,,,,,,,,,,,,,,,,
2010-10-13,20.540001,1286942400000,19.07,0.6058986486486486,,,,,,,,,,,,,,,,,,,,,,
2010-10-14,20.75,1287028800000,19.88,0.6053200000000001,,,,,,,,,,,,,,,,,,,,,,
2010-10-15,20.540001,1287115200000,19.03,0.6047702702702702,,,,,,,,,,,,,,,,,,,,,,
2010-10-18,20.23,1287374400000,19.09,0.6047702702702702,,,,,,,,,,,,,,,,,,,,,,
2010-10-19,20.049999,1287460800000,20.63,0.6054121621621622,,,,,,,,,,,,,,,,,,,,,,
2010-10-20,20.65,1287547200000,19.79,0.6047118918918919,,,,,,,,,,,,,,,,,,,,,,
2010-10-21,20.75,1287633600000,19.27,0.6047118918918919,,,,,,,,,,,,,,,,,,,,,,
2010-10-22,20.719998999999998,1287720000000,18.78,0.6046486486486486,,,,,,,,,,,,,,,,,,,,,,
2010-10-25,20.85,1287979200000,19.85,0.6040067567567567,,,,,,,,,,,,,,,,,,,,,,
2010-10-26,21.360001,1288065600000,20.22,0.6035872972972973,,,,,,,,,,,,,,,,,,,,,,
2010-10-27,21.0,1288152000000,20.71,0.6026591891891893,,,,,,,,,,,,,,,,,,,,,,
2010-10-28,21.190001000000002,1288238400000,20.88,0.6010751351351351,,,,,,,,,,,,,,,,,,,,,,
2010-10-29,21.84,1288324800000,21.2,0.5987516216216215,,,,,,,,,,,,,,,,,,,,,,
2010-11-01,21.41,1288584000000,21.83,0.5987516216216215,,,,,,,,,,,,,,,,,,,,,,
2010-11-02,21.25,1288670400000,21.57,0.5981097297297298,,,,,,,,,,,,,,,,,,,,,,
2010-11-03,21.77,1288756800000,19.56,0.5950135135135135,,,,,,,,,,,,,,,,,,,,,,
2010-11-04,24.9,1288843200000,18.52,0.5943302702702703,,,,,,,,,,,,,,,,,,,,,,
2010-11-05,24.440001000000002,1288929600000,18.26,0.5947994594594594,,,,,,,,,,,,,,,,,,,,,,
2010-11-08,24.98,1289192400000,18.29,0.5966613513513513,,,,,,,,,,,,,,,,,,,,,,
2010-11-09,24.629998999999998,1289278800000,19.08,0.5966613513513513,,,,,,,,,,,,,,,,,,,,,,
2010-11-10,29.360001,1289365200000,18.47,0.5984856756756757,,,,,,,,,,,,,,,,,,,,,,
2010-11-11,28.040001,1289451600000,18.64,0.5992994594594594,,,,,,,,,,,,,,,,,,,,,,
2010-11-12,29.84,1289538000000,20.61,0.5980164864864864,,,,,,,,,,,,,,,,,,,,,,
2010-11-15,30.799999,1289797200000,20.2,0.5980164864864864,,,,,,,,,,,,,,,,,,,,,,
2010-11-16,29.67,1289883600000,22.58,0.5983813513513514,,,,,,,,,,,,,,,,,,,,,,
2010-11-17,29.49,1289970000000,21.76,0.598322972972973,,,,,,,,,,,,,,,,,,,,,,
2010-11-18,29.889999,1290056400000,18.75,0.598322972972973,,,,,,,,,,,,,,,,,,,,,,
2010-11-19,30.99,1290142800000,18.04,0.598322972972973,,,,,,,,,,,,,,,,,,,,,,
2010-11-22,33.400002,1290402000000,18.37,0.6023708108108108,,,,,,,,,,,,,,,,,,,,,,
2010-11-23,34.57,1290488400000,20.63,0.6138716216216216,,,,,,,,,,,,,,,,,,,,,,
2010-11-24,35.470001,1290574800000,19.56,0.6172862162162163,,,,,,,,,,,,,,,,,,,,,,
2010-11-26,35.32,1290747600000,22.22,0.6175962162162162,,,,,,,,,,,,,,,,,,,,,,
2010-11-29,34.330002,1291006800000,21.53,0.6193805405405406,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,35.330002,1291093200000,23.54,0.6239091891891893,,,,,,,,,,,,,,,,,,,,,,
2010-12-01,34.349998,1291179600000,21.36,0.6232672972972974,,,,,,,,,,,,,,,,,,,,,,
2010-12-02,32.349998,1291266000000,19.39,0.6206629729729729,,,,,,,,,,,,,,,,,,,,,,
2010-12-03,31.49,1291352400000,18.01,0.6167327027027028,,,,,,,,,,,,,,,,,,,,,,
2010-12-06,30.309998999999998,1291611600000,18.02,0.6148408108108108,,,,,,,,,,,,,,,,,,,,,,
2010-12-07,31.559998999999998,1291698000000,17.99,0.6160908108108107,,,,,,,,,,,,,,,,,,,,,,
2010-12-08,32.369999,1291784400000,17.74,0.615448918918919,,,,,,,,,,,,,,,,,,,,,,
2010-12-09,32.049999,1291870800000,17.25,0.615448918918919,,,,,,,,,,,,,,,,,,,,,,
2010-12-10,31.52,1291957200000,17.61,0.6162132432432432,,,,,,,,,,,,,,,,,,,,,,
2010-12-13,30.549999,1292216400000,17.55,0.6155435135135134,,,,,,,,,,,,,,,,,,,,,,
2010-12-14,28.530001000000002,1292302800000,17.61,0.6162245945945947,,,,,,,,,,,,,,,,,,,,,,
2010-12-15,29.6,1292389200000,17.94,0.6180121621621621,,,,,,,,,,,,,,,,,,,,,,
2010-12-16,30.809998999999998,1292475600000,17.39,0.6161202702702703,,,,,,,,,,,,,,,,,,,,,,
2010-12-17,31.360001,1292562000000,16.11,0.6158137837837838,,,,,,,,,,,,,,,,,,,,,,
2010-12-20,31.700001,1292821200000,16.41,0.6158137837837838,,,,,,,,,,,,,,,,,,,,,,
2010-12-21,32.259997999999996,1292907600000,16.49,0.6157554054054054,,,,,,,,,,,,,,,,,,,,,,
2010-12-22,32.630001,1292994000000,15.45,0.6157554054054054,,,,,,,,,,,,,,,,,,,,,,
2010-12-23,30.09,1293080400000,16.47,0.6157554054054054,,,,,,,,,,,,,,,,,,,,,,
2010-12-27,25.549999,1293426000000,17.67,0.6157554054054054,,,,,,,,,,,,,,,,,,,,,,
2010-12-28,26.41,1293512400000,17.52,0.6155962162162162,,,,,,,,,,,,,,,,,,,,,,
2010-12-29,27.73,1293598800000,17.28,0.6146681081081081,,,,,,,,,,,,,,,,,,,,,,
2010-12-30,26.5,1293685200000,17.52,0.6140481081081081,,,,,,,,,,,,,,,,,,,,,,
2011-01-03,26.629998999999998,1294030800000,17.75,0.6140481081081081,,,,,,,,,,,,,,,,,,,,,,
2011-01-04,26.620001000000002,1294117200000,17.61,0.6139813513513513,,,,,,,,,,,,,,,,,,,,,,
2011-01-05,26.67,1294203600000,17.38,0.6133394594594594,,,,,,,,,,,,,,,,,,,,,,
2011-01-06,26.83,1294290000000,17.02,0.6167867567567568,,,,,,,,,,,,,,,,,,,,,,
2011-01-07,27.879998999999998,1294376400000,17.4,0.61697,,,,,,,,,,,,,,,,,,,,,,
2011-01-10,28.24,1294635600000,17.14,0.6161118918918921,,,,,,,,,,,,,,,,,,,,,,
2011-01-11,28.450001,1294722000000,17.54,0.6159918918918919,,,,,,,,,,,,,,,,,,,,,,
2011-01-12,26.959999,1294808400000,16.89,0.6158618918918919,,,,,,,,,,,,,,,,,,,,,,
2011-01-13,26.959999,1294894800000,16.24,0.6157335135135135,,,,,,,,,,,,,,,,,,,,,,
2011-01-14,26.219998999999998,1294981200000,16.39,0.6146562162162162,,,,,,,,,,,,,,,,,,,,,,
2011-01-18,25.75,1295326800000,15.46,0.6127981081081081,,,,,,,,,,,,,,,,,,,,,,
2011-01-19,25.639999,1295413200000,15.87,0.6124916216216216,,,,,,,,,,,,,,,,,,,,,,
2011-01-20,24.030001000000002,1295499600000,17.31,0.6130997297297297,,,,,,,,,,,,,,,,,,,,,,
2011-01-21,22.620001000000002,1295586000000,17.99,0.6130997297297297,,,,,,,,,,,,,,,,,,,,,,
2011-01-24,23.040001,1295845200000,18.47,0.6132554054054055,,,,,,,,,,,,,,,,,,,,,,
2011-01-25,24.49,1295931600000,17.65,0.6134062162162162,,,,,,,,,,,,,,,,,,,,,,
2011-01-26,24.68,1296018000000,17.59,0.6134062162162162,,,,,,,,,,,,,,,,,,,,,,
2011-01-27,24.75,1296104400000,16.64,0.613557027027027,,,,,,,,,,,,,,,,,,,,,,
2011-01-28,24.92,1296190800000,16.15,0.613557027027027,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,24.01,1296450000000,20.04,0.6128035135135136,,,,,,,,,,,,,,,,,,,,,,
2011-02-01,24.1,1296536400000,19.53,0.6131051351351351,,,,,,,,,,,,,,,,,,,,,,
2011-02-02,23.91,1296622800000,17.63,0.6187364864864865,,,,,,,,,,,,,,,,,,,,,,
2011-02-03,23.940001000000002,1296709200000,17.3,0.6190040540540539,,,,,,,,,,,,,,,,,,,,,,
2011-02-04,23.629998999999998,1296795600000,16.69,0.6217905405405405,,,,,,,,,,,,,,,,,,,,,,
2011-02-07,23.459999,1297054800000,15.93,0.6233418918918918,,,,,,,,,,,,,,,,,,,,,,
2011-02-08,23.07,1297141200000,16.28,0.6243554054054055,,,,,,,,,,,,,,,,,,,,,,
2011-02-09,24.49,1297227600000,15.81,0.6275891891891892,,,,,,,,,,,,,,,,,,,,,,
2011-02-10,23.209999,1297314000000,15.87,0.6263594594594595,,,,,,,,,,,,,,,,,,,,,,
2011-02-11,23.219998999999998,1297400400000,16.09,0.626372972972973,,,,,,,,,,,,,,,,,,,,,,
2011-02-14,23.25,1297659600000,15.69,0.6271162162162163,,,,,,,,,,,,,,,,,,,,,,
2011-02-15,23.08,1297746000000,15.95,0.6277243243243242,,,,,,,,,,,,,,,,,,,,,,
2011-02-16,22.84,1297832400000,16.37,0.6269810810810811,,,,,,,,,,,,,,,,,,,,,,
2011-02-17,24.73,1297918800000,16.72,0.6261621621621621,,,,,,,,,,,,,,,,,,,,,,
2011-02-18,23.6,1298005200000,16.59,0.6257972972972974,,,,,,,,,,,,,,,,,,,,,,
2011-02-22,23.18,1298350800000,16.43,0.6245675675675676,,,,,,,,,,,,,,,,,,,,,,
2011-02-23,21.870001000000002,1298437200000,20.8,0.6244459459459459,,,,,,,,,,,,,,,,,,,,,,
2011-02-24,21.83,1298523600000,22.13,0.6249324324324325,,,,,,,,,,,,,,,,,,,,,,
2011-02-25,22.530001000000002,1298610000000,21.32,0.6232027027027027,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,23.610001,1298869200000,19.22,0.6236891891891891,,,,,,,,,,,,,,,,,,,,,,
2011-03-01,23.889999,1298955600000,18.35,0.6227162162162162,,,,,,,,,,,,,,,,,,,,,,
2011-03-02,23.940001000000002,1299042000000,21.01,0.6212162162162163,,,,,,,,,,,,,,,,,,,,,,
2011-03-03,24.02,1299128400000,20.7,0.6194864864864865,,,,,,,,,,,,,,,,,,,,,,
2011-03-04,24.360001,1299214800000,18.6,0.6199729729729729,,,,,,,,,,,,,,,,,,,,,,
2011-03-07,24.950001,1299474000000,19.06,0.6227972972972973,,,,,,,,,,,,,,,,,,,,,,
2011-03-08,24.940001000000002,1299560400000,20.66,0.6201216216216217,,,,,,,,,,,,,,,,,,,,,,
2011-03-09,24.66,1299646800000,19.82,0.6186351351351351,,,,,,,,,,,,,,,,,,,,,,
2011-03-10,24.719998999999998,1299733200000,20.22,0.6191216216216217,,,,,,,,,,,,,,,,,,,,,,
2011-03-11,24.01,1299819600000,21.88,0.6191216216216217,,,,,,,,,,,,,,,,,,,,,,
2011-03-14,24.07,1300075200000,20.08,0.6161891891891892,,,,,,,,,,,,,,,,,,,,,,
2011-03-15,23.25,1300161600000,21.13,0.6149729729729729,,,,,,,,,,,,,,,,,,,,,,
2011-03-16,22.950001,1300248000000,24.32,0.6100810810810811,,,,,,,,,,,,,,,,,,,,,,
2011-03-17,22.82,1300334400000,29.4,0.6115405405405405,,,,,,,,,,,,,,,,,,,,,,
2011-03-18,22.809998999999998,1300420800000,26.37,0.612027027027027,,,,,,,,,,,,,,,,,,,,,,
2011-03-21,22.959999,1300680000000,24.44,0.6110540540540541,,,,,,,,,,,,,,,,,,,,,,
2011-03-22,22.73,1300766400000,20.61,0.613,,,,,,,,,,,,,,,,,,,,,,
2011-03-23,22.190001000000002,1300852800000,20.21,0.613,,,,,,,,,,,,,,,,,,,,,,
2011-03-24,22.209999,1300939200000,19.17,0.6134864864864865,,,,,,,,,,,,,,,,,,,,,,
2011-03-25,22.33,1301025600000,18.0,0.6139729729729729,,,,,,,,,,,,,,,,,,,,,,
2011-03-28,22.75,1301284800000,17.91,0.6156891891891891,,,,,,,,,,,,,,,,,,,,,,
2011-03-29,23.25,1301371200000,19.44,0.6156891891891891,,,,,,,,,,,,,,,,,,,,,,
2011-03-30,23.92,1301457600000,18.16,0.6169054054054054,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,23.709999,1301544000000,17.71,0.6166351351351351,,,,,,,,,,,,,,,,,,,,,,
2011-04-01,27.75,1301630400000,17.74,0.6179729729729729,,,,,,,,,,,,,,,,,,,,,,
2011-04-04,26.66,1301889600000,17.4,0.6155202702702702,,,,,,,,,,,,,,,,,,,,,,
2011-04-05,25.83,1301976000000,17.5,0.6127837837837838,,,,,,,,,,,,,,,,,,,,,,
2011-04-06,26.700001,1302062400000,17.25,0.612,,,,,,,,,,,,,,,,,,,,,,
2011-04-07,26.49,1302148800000,16.9,0.6098978378378379,,,,,,,,,,,,,,,,,,,,,,
2011-04-08,27.24,1302235200000,17.11,0.6079189189189189,,,,,,,,,,,,,,,,,,,,,,
2011-04-11,26.49,1302494400000,17.87,0.6047972972972973,,,,,,,,,,,,,,,,,,,,,,
2011-04-12,25.27,1302580800000,16.59,0.6030405405405406,,,,,,,,,,,,,,,,,,,,,,
2011-04-13,24.65,1302667200000,17.09,0.6020405405405405,,,,,,,,,,,,,,,,,,,,,,
2011-04-14,24.93,1302753600000,16.92,0.5973378378378378,,,,,,,,,,,,,,,,,,,,,,
2011-04-15,25.139999,1302840000000,16.27,0.5965675675675677,,,,,,,,,,,,,,,,,,,,,,
2011-04-18,25.58,1303099200000,15.32,0.5944459459459459,,,,,,,,,,,,,,,,,,,,,,
2011-04-19,25.030001000000002,1303185600000,16.96,0.5936824324324325,,,,,,,,,,,,,,,,,,,,,,
2011-04-20,25.16,1303272000000,15.83,0.5936689189189189,,,,,,,,,,,,,,,,,,,,,,
2011-04-21,25.75,1303358400000,15.07,0.5931824324324324,,,,,,,,,,,,,,,,,,,,,,
2011-04-22,26.74,1303444800000,14.69,0.5931824324324324,,,,,,,,,,,,,,,,,,,,,,
2011-04-25,26.389999,1303704000000,15.77,0.5931824324324324,,,,,,,,,,,,,,,,,,,,,,
2011-04-26,26.93,1303790400000,15.62,0.5926689189189189,,,,,,,,,,,,,,,,,,,,,,
2011-04-27,27.08,1303876800000,15.35,0.5926554054054054,,,,,,,,,,,,,,,,,,,,,,
2011-04-28,27.66,1303963200000,14.62,0.5912837837837838,,,,,,,,,,,,,,,,,,,,,,
2011-04-29,27.6,1304049600000,14.75,0.5912837837837838,,,,,,,,,,,,,,,,,,,,,,
2011-05-02,27.450001,1304308800000,15.99,0.5912837837837838,,,,,,,,,,,,,,,,,,,,,,
2011-05-03,26.870001000000002,1304395200000,16.7,0.5879459459459461,,,,,,,,,,,,,,,,,,,,,,
2011-05-04,26.690001000000002,1304481600000,17.08,0.5851081081081082,,,,,,,,,,,,,,,,,,,,,,
2011-05-05,26.440001000000002,1304568000000,18.2,0.5826216216216216,,,,,,,,,,,,,,,,,,,,,,
2011-05-06,27.120001000000002,1304654400000,18.4,0.5805067567567568,,,,,,,,,,,,,,,,,,,,,,
2011-05-09,27.91,1304913600000,17.16,0.5780202702702704,,,,,,,,,,,,,,,,,,,,,,
2011-05-10,28.33,1305000000000,15.91,0.5771486486486487,,,,,,,,,,,,,,,,,,,,,,
2011-05-11,27.07,1305086400000,16.95,0.5731621621621622,,,,,,,,,,,,,,,,,,,,,,
2011-05-12,27.67,1305172800000,16.03,0.5721351351351351,,,,,,,,,,,,,,,,,,,,,,
2011-05-13,27.549999,1305259200000,17.07,0.5696351351351352,,,,,,,,,,,,,,,,,,,,,,
2011-05-16,26.6,1305518400000,18.24,0.5693783783783783,,,,,,,,,,,,,,,,,,,,,,
2011-05-17,25.959999,1305604800000,17.55,0.5679864864864865,,,,,,,,,,,,,,,,,,,,,,
2011-05-18,26.35,1305691200000,16.23,0.5684391891891891,,,,,,,,,,,,,,,,,,,,,,
2011-05-19,28.200001,1305777600000,15.52,0.5657229729729729,,,,,,,,,,,,,,,,,,,,,,
2011-05-20,27.969998999999998,1305864000000,17.43,0.5636081081081081,,,,,,,,,,,,,,,,,,,,,,
2011-05-23,26.82,1306123200000,18.27,0.5637027027027027,,,,,,,,,,,,,,,,,,,,,,
2011-05-24,26.719998999999998,1306209600000,17.82,0.5630743243243244,,,,,,,,,,,,,,,,,,,,,,
2011-05-25,28.98,1306296000000,17.07,0.5630743243243244,,,,,,,,,,,,,,,,,,,,,,
2011-05-26,29.48,1306382400000,16.09,0.5616478378378379,,,,,,,,,,,,,,,,,,,,,,
2011-05-27,29.549999,1306468800000,15.98,0.5616478378378379,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,30.139999,1306814400000,15.45,0.5619045945945946,,,,,,,,,,,,,,,,,,,,,,
2011-06-01,28.52,1306900800000,18.3,0.5616478378378379,,,,,,,,,,,,,,,,,,,,,,
2011-06-02,28.76,1306987200000,18.09,0.5599113513513514,,,,,,,,,,,,,,,,,,,,,,
2011-06-03,30.129998999999998,1307073600000,17.95,0.5597162162162161,,,,,,,,,,,,,,,,,,,,,,
2011-06-06,28.700001,1307332800000,18.49,0.5586216216216217,,,,,,,,,,,,,,,,,,,,,,
2011-06-07,28.370001000000002,1307419200000,18.07,0.5581081081081081,,,,,,,,,,,,,,,,,,,,,,
2011-06-08,27.120001000000002,1307505600000,18.79,0.5553716216216216,,,,,,,,,,,,,,,,,,,,,,
2011-06-09,27.620001000000002,1307592000000,17.77,0.555222972972973,,,,,,,,,,,,,,,,,,,,,,
2011-06-10,27.860001,1307678400000,18.86,0.555222972972973,,,,,,,,,,,,,,,,,,,,,,
2011-06-13,28.43,1307937600000,19.61,0.552972972972973,,,,,,,,,,,,,,,,,,,,,,
2011-06-14,28.6,1308024000000,18.26,0.5524594594594594,,,,,,,,,,,,,,,,,,,,,,
2011-06-15,27.32,1308110400000,21.32,0.5566351351351351,,,,,,,,,,,,,,,,,,,,,,
2011-06-16,26.5,1308196800000,22.73,0.5568783783783784,,,,,,,,,,,,,,,,,,,,,,
2011-06-17,26.5,1308283200000,21.85,0.55675,,,,,,,,,,,,,,,,,,,,,,
2011-06-20,26.01,1308542400000,19.99,0.55675,,,,,,,,,,,,,,,,,,,,,,
2011-06-21,27.530001000000002,1308628800000,18.86,0.5560202702702702,,,,,,,,,,,,,,,,,,,,,,
2011-06-22,27.209999,1308715200000,18.52,0.5570202702702702,,,,,,,,,,,,,,,,,,,,,,
2011-06-23,27.709999,1308801600000,19.29,0.5582635135135136,,,,,,,,,,,,,,,,,,,,,,
2011-06-24,27.57,1308888000000,21.1,0.563168918918919,,,,,,,,,,,,,,,,,,,,,,
2011-06-27,27.459999,1309147200000,20.56,0.5633581081081079,,,,,,,,,,,,,,,,,,,,,,
2011-06-28,28.110001,1309233600000,19.17,0.5631013513513513,,,,,,,,,,,,,,,,,,,,,,
2011-06-29,28.290001,1309320000000,17.27,0.5610878378378379,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,29.129998999999998,1309406400000,16.52,0.5610743243243244,,,,,,,,,,,,,,,,,,,,,,
2011-07-01,29.02,1309492800000,15.87,0.5613175675675676,,,,,,,,,,,,,,,,,,,,,,
