DATE,USD6MTD156N
2014-04-01,0.3279
2014-04-02,0.328
2014-04-03,0.328
2014-04-04,0.3275
2014-04-07,0.3265
2014-04-08,0.3265
2014-04-09,0.3265
2014-04-10,0.324
2014-04-11,0.322
2014-04-14,0.3227
2014-04-15,0.3209
2014-04-16,0.3209
2014-04-17,0.3198
2014-04-18,.
2014-04-21,.
2014-04-22,0.3221
2014-04-23,0.3228
2014-04-24,0.3235
2014-04-25,0.323
2014-04-28,0.3264
2014-04-29,0.323
2014-04-30,0.3225
2014-05-01,0.322
2014-05-02,0.3225
2014-05-05,.
2014-05-06,0.3229
2014-05-07,0.3235
2014-05-08,0.3234
2014-05-09,0.3224
2014-05-12,0.3224
2014-05-13,0.3229
2014-05-14,0.3239
2014-05-15,0.3239
2014-05-16,0.3253
2014-05-19,0.3229
2014-05-20,0.3253
2014-05-21,0.3234
2014-05-22,0.3222
2014-05-23,0.3239
2014-05-26,.
2014-05-27,0.3239
2014-05-28,0.3219
2014-05-29,0.3219
2014-05-30,0.3219
2014-06-02,0.3219
2014-06-03,0.3219
2014-06-04,0.3219
2014-06-05,0.3224
2014-06-06,0.3214
2014-06-09,0.3214
2014-06-10,0.3214
2014-06-11,0.3203
2014-06-12,0.324
2014-06-13,0.3255
2014-06-16,0.3261
2014-06-17,0.3245
2014-06-18,0.3254
2014-06-19,0.3229
2014-06-20,0.3234
2014-06-23,0.3253
2014-06-24,0.3263
2014-06-25,0.3259
2014-06-26,0.32615
2014-06-27,0.3268
2014-06-30,0.3268
2014-07-01,0.3279
2014-07-02,0.3279
2014-07-03,0.3267
2014-07-04,0.3272
2014-07-07,0.3283
2014-07-08,0.3302
2014-07-09,0.3307
2014-07-10,0.3272
2014-07-11,0.3257
2014-07-14,0.3264
2014-07-15,0.3264
2014-07-16,0.3266
2014-07-17,0.3271
2014-07-18,0.3254
2014-07-21,0.3274
2014-07-22,0.3271
2014-07-23,0.3288
2014-07-24,0.3291
2014-07-25,0.3281
2014-07-28,0.3288
2014-07-29,0.33
2014-07-30,0.3325
2014-07-31,0.3345
2014-08-01,0.3344
2014-08-04,0.3306
2014-08-05,0.3299
2014-08-06,0.3283
2014-08-07,0.3283
2014-08-08,0.3289
2014-08-11,0.3281
2014-08-12,0.3289
2014-08-13,0.3309
2014-08-14,0.3292
2014-08-15,0.3285
2014-08-18,0.3285
2014-08-19,0.3285
2014-08-20,0.327
2014-08-21,0.329
2014-08-22,0.3305
2014-08-25,.
2014-08-26,0.3299
2014-08-27,0.3319
2014-08-28,0.3319
2014-08-29,0.3299
2014-09-01,0.3294
2014-09-02,0.32965
2014-09-03,0.3289
2014-09-04,0.3289
2014-09-05,0.327
2014-09-08,0.3263
2014-09-09,0.3294
2014-09-10,0.3314
2014-09-11,0.3309
2014-09-12,0.3309
2014-09-15,0.3309
2014-09-16,0.33015
2014-09-17,0.3304
2014-09-18,0.3304
2014-09-19,0.3309
2014-09-22,0.3304
2014-09-23,0.3299
2014-09-24,0.33115
2014-09-25,0.3314
2014-09-26,0.3304
2014-09-29,0.33065
2014-09-30,0.3304
2014-10-01,0.3247
2014-10-02,0.3238
2014-10-03,0.3247
2014-10-06,0.3264
2014-10-07,0.32765
2014-10-08,0.32415
2014-10-09,0.3194
2014-10-10,0.3198
2014-10-13,0.32105
2014-10-14,0.32005
2014-10-15,0.32165
2014-10-16,0.32315
2014-10-17,0.323
2014-10-20,0.323
2014-10-21,0.32325
2014-10-22,0.32315
2014-10-23,0.3237
2014-10-24,0.3229
2014-10-27,0.32265
2014-10-28,0.3239
2014-10-29,0.32465
2014-10-30,0.32865
2014-10-31,0.3279
2014-11-03,0.3279
2014-11-04,0.32615
2014-11-05,0.3259
2014-11-06,0.32665
2014-11-07,0.32665
2014-11-10,0.3259
2014-11-11,0.326
2014-11-12,0.326
2014-11-13,0.32615
2014-11-14,0.3264
2014-11-17,0.32565
2014-11-18,0.32565
2014-11-19,0.32465
2014-11-20,0.3287
2014-11-21,0.3269
2014-11-24,0.3274
2014-11-25,0.3287
2014-11-26,0.3319
2014-11-27,0.32645
2014-11-28,0.3262
2014-12-01,0.32895
2014-12-02,0.3279
2014-12-03,0.3262
2014-12-04,0.3299
2014-12-05,0.3304
2014-12-08,0.3399
2014-12-09,0.3379
2014-12-10,0.3377
2014-12-11,0.3384
2014-12-12,0.3409
2014-12-15,0.3414
2014-12-16,0.3399
2014-12-17,0.3436
2014-12-18,0.3436
2014-12-19,0.35
2014-12-22,0.3544
2014-12-23,0.3574
2014-12-24,0.3574
2014-12-25,.
2014-12-26,.
2014-12-29,0.3574
2014-12-30,0.3574
2014-12-31,0.3628
2015-01-01,.
2015-01-02,0.3648
2015-01-05,0.3623
2015-01-06,0.3603
2015-01-07,0.3613
2015-01-08,0.3604
2015-01-09,0.3619
2015-01-12,0.3591
2015-01-13,0.3576
2015-01-14,0.3589
2015-01-15,0.3564
2015-01-16,0.3549
2015-01-19,0.3559
2015-01-20,0.3559
2015-01-21,0.3589
2015-01-22,0.3574
2015-01-23,0.3539
2015-01-26,0.3554
2015-01-27,0.3554
2015-01-28,0.3574
2015-01-29,0.3579
2015-01-30,0.3574
2015-02-02,0.3574
2015-02-03,0.3588
2015-02-04,0.3608
2015-02-05,0.3624
2015-02-06,0.3624
2015-02-09,0.3734
2015-02-10,0.3768
2015-02-11,0.3783
2015-02-12,0.3769
2015-02-13,0.3824
2015-02-16,0.3809
2015-02-17,0.3819
2015-02-18,0.3853
2015-02-19,0.3841
2015-02-20,0.3857
2015-02-23,0.3847
2015-02-24,0.38515
2015-02-25,0.3829
2015-02-26,0.37835
2015-02-27,0.3807
2015-03-02,0.3842
2015-03-03,0.3879
2015-03-04,0.3956
2015-03-05,0.3971
2015-03-06,0.3976
2015-03-09,0.4041
2015-03-10,0.4042
2015-03-11,0.4014
2015-03-12,0.4031
2015-03-13,0.4029
2015-03-16,0.4019
2015-03-17,0.4061
2015-03-18,0.4091
2015-03-19,0.39385
2015-03-20,0.39735
2015-03-23,0.39485
2015-03-24,0.39865
2015-03-25,0.3979
2015-03-26,0.4019
2015-03-27,0.4049
2015-03-30,0.40265
2015-03-31,0.40065
2015-04-01,0.4034
2015-04-02,0.40115
2015-04-03,.
2015-04-06,.
2015-04-07,0.3984
2015-04-08,0.3995
2015-04-09,0.4034
2015-04-10,0.4044
2015-04-13,0.40515
2015-04-14,0.4049
2015-04-15,0.4014
2015-04-16,0.40265
2015-04-17,0.4029
2015-04-20,0.4054
2015-04-21,0.40565
2015-04-22,0.4049
2015-04-23,0.40865
2015-04-24,0.4089
2015-04-27,0.40765
2015-04-28,0.40615
2015-04-29,0.40765
2015-04-30,0.4079
2015-05-01,0.4109
2015-05-04,.
2015-05-05,0.41275
2015-05-06,0.4164
2015-05-07,0.41475
2015-05-08,0.41425
2015-05-11,0.41265
2015-05-12,0.41455
2015-05-13,0.41415
2015-05-14,0.41275
2015-05-15,0.41275
2015-05-18,0.41425
2015-05-19,0.4155
2015-05-20,0.417
2015-05-21,0.41815
2015-05-22,0.41865
2015-05-25,.
2015-05-26,0.425
2015-05-27,0.42305
2015-05-28,0.42315
2015-05-29,0.42465
2015-06-01,0.42365
2015-06-02,0.4219
2015-06-03,0.4204
2015-06-04,0.42185
2015-06-05,0.4239
2015-06-08,0.4334
2015-06-09,0.43795
2015-06-10,0.44155
2015-06-11,0.4448
2015-06-12,0.4484
2015-06-15,0.44985
2015-06-16,0.45185
2015-06-17,0.45205
2015-06-18,0.4434
2015-06-19,0.44365
2015-06-22,0.44405
2015-06-23,0.4438
2015-06-24,0.4468
2015-06-25,0.44705
2015-06-26,0.4464
2015-06-29,0.44285
2015-06-30,0.44485
2015-07-01,0.44835
2015-07-02,0.4547
2015-07-03,0.448
2015-07-06,0.4447
2015-07-07,0.44445
2015-07-08,0.4459
2015-07-09,0.4499
2015-07-10,0.454
2015-07-13,0.4634
2015-07-14,0.46345
2015-07-15,0.46195
2015-07-16,0.4557
2015-07-17,0.4602
2015-07-20,0.4647
2015-07-21,0.4707
2015-07-22,0.46745
2015-07-23,0.46995
2015-07-24,0.4697
2015-07-27,0.46895
2015-07-28,0.47365
2015-07-29,0.47465
2015-07-30,0.4799
2015-07-31,0.4899
2015-08-03,0.4876
2015-08-04,0.48585
2015-08-05,0.50375
2015-08-06,0.5091
2015-08-07,0.51005
2015-08-10,0.5197
2015-08-11,0.5183
2015-08-12,0.5085
2015-08-13,0.5186
2015-08-14,0.5249
2015-08-17,0.5298
2015-08-18,0.5293
2015-08-19,0.53405
2015-08-20,0.5328
2015-08-21,0.5298
2015-08-24,0.52455
2015-08-25,0.5228
2015-08-26,0.5285
2015-08-27,0.535
2015-08-28,0.53425
2015-08-31,.
2015-09-01,0.54275
2015-09-02,0.53925
2015-09-03,0.539
2015-09-04,0.5375
2015-09-07,0.54175
2015-09-08,0.538
2015-09-09,0.539
2015-09-10,0.5405
2015-09-11,0.5407
2015-09-14,0.54175
2015-09-15,0.54
2015-09-16,0.5495
2015-09-17,0.5545
2015-09-18,0.5264
2015-09-21,0.5255
2015-09-22,0.52725
2015-09-23,0.5268
2015-09-24,0.52975
2015-09-25,0.5361
2015-09-28,0.5331
2015-09-29,0.5346
2015-09-30,0.534
2015-10-01,0.531
2015-10-02,0.5345
2015-10-05,0.52325
2015-10-06,0.525
2015-10-07,0.5266
2015-10-08,0.5266
2015-10-09,0.52825
2015-10-12,0.52625
2015-10-13,0.5245
2015-10-14,0.52015
2015-10-15,0.5159
2015-10-16,0.5184
2015-10-19,0.5179
2015-10-20,0.5244
2015-10-21,0.5269
2015-10-22,0.5284
2015-10-23,0.5269
2015-10-26,0.53165
2015-10-27,0.53465
2015-10-28,0.53365
2015-10-29,0.5489
2015-10-30,0.55165
2015-11-02,0.55615
2015-11-03,0.5574
2015-11-04,0.56065
2015-11-05,0.5707
2015-11-06,0.5708
2015-11-09,0.595
2015-11-10,0.59175
2015-11-11,0.595
2015-11-12,0.6005
2015-11-13,0.60375
2015-11-16,0.60275
2015-11-17,0.60175
2015-11-18,0.606
2015-11-19,0.61175
2015-11-20,0.61865
2015-11-23,0.63315
2015-11-24,0.64075
2015-11-25,0.64865
2015-11-26,0.6549
2015-11-27,0.6539
2015-11-30,0.6599
2015-12-01,0.6634
2015-12-02,0.66945
2015-12-03,0.68465
2015-12-04,0.6924
2015-12-07,0.71215
2015-12-08,0.72115
2015-12-09,0.72965
2015-12-10,0.7359
2015-12-11,0.7465
2015-12-14,0.7485
2015-12-15,0.755
2015-12-16,0.7699
2015-12-17,0.795
2015-12-18,0.807
2015-12-21,0.8115
2015-12-22,0.8195
2015-12-23,0.8275
2015-12-24,0.8273
2015-12-25,.
2015-12-28,.
2015-12-29,0.8334
2015-12-30,0.8444
2015-12-31,0.84615
2016-01-01,.
2016-01-04,0.84225
2016-01-05,0.8512
2016-01-06,0.8513
2016-01-07,0.8448
2016-01-08,0.8508
2016-01-11,0.8513
2016-01-12,0.8548
2016-01-13,0.8597
2016-01-14,0.8573
2016-01-15,0.84905
2016-01-18,0.85325
2016-01-19,0.85775
2016-01-20,0.85325
2016-01-21,0.85775
2016-01-22,0.865
2016-01-25,0.8657
2016-01-26,0.86425
2016-01-27,0.865
2016-01-28,0.86575
2016-01-29,0.86025
2016-02-01,0.865
2016-02-02,0.86485
2016-02-03,0.86265
2016-02-04,0.8649
2016-02-05,0.8672
2016-02-08,0.8706
2016-02-09,0.8659
2016-02-10,0.8655
2016-02-11,0.85835
2016-02-12,0.85785
2016-02-15,0.8636
2016-02-16,0.86585
2016-02-17,0.8666
2016-02-18,0.8704
2016-02-19,0.8679
2016-02-22,0.88155
2016-02-23,0.88105
2016-02-24,0.8783
2016-02-25,0.88045
2016-02-26,0.88065
2016-02-29,0.8859
2016-03-01,0.88265
2016-03-02,0.889
2016-03-03,0.8949
2016-03-04,0.89205
2016-03-07,0.90065
2016-03-08,0.8977
2016-03-09,0.8984
2016-03-10,0.9005
2016-03-11,0.9055
2016-03-14,0.9104
2016-03-15,0.9123
2016-03-16,0.9174
2016-03-17,0.8883
2016-03-18,0.8912
2016-03-21,0.89815
2016-03-22,0.9049
2016-03-23,0.9131
2016-03-24,0.9109
2016-03-25,.
2016-03-28,.
2016-03-29,0.9139
2016-03-30,0.8989
2016-03-31,0.8997
2016-04-01,0.9011
2016-04-04,0.9041
2016-04-05,0.8919
2016-04-06,0.8972
2016-04-07,0.89465
2016-04-08,0.8949
2016-04-11,0.8964
2016-04-12,0.89415
2016-04-13,0.89915
2016-04-14,0.9024
2016-04-15,0.9019
2016-04-18,0.9009
2016-04-19,0.90365
2016-04-20,0.90415
2016-04-21,0.91315
2016-04-22,0.90865
2016-04-25,0.9104
2016-04-26,0.9119
2016-04-27,0.9139
2016-04-28,0.90465
2016-04-29,0.90415
2016-05-02,.
2016-05-03,0.90715
2016-05-04,0.9071
2016-05-05,0.9083
2016-05-06,.
2016-05-09,0.9054
2016-05-10,0.9049
2016-05-11,0.9049
2016-05-12,0.90665
2016-05-13,0.9069
2016-05-16,0.9064
2016-05-17,0.9116
2016-05-18,0.93085
2016-05-19,0.9571
2016-05-20,0.9554
2016-05-23,0.9579
2016-05-24,0.96815
2016-05-25,0.9756
2016-05-26,0.9771
2016-05-27,0.9781
2016-05-30,.
2016-05-31,0.99310
2016-06-01,0.9854
2016-06-02,0.9839
2016-06-03,0.9857
2016-06-06,0.9542
2016-06-07,0.9489
2016-06-08,0.947
2016-06-09,0.9439
2016-06-10,0.94415
2016-06-13,0.9364
2016-06-14,0.9339
2016-06-15,0.9429
2016-06-16,0.9246
2016-06-17,0.92465
2016-06-20,0.93065
2016-06-21,0.93115
2016-06-22,0.92965
2016-06-23,0.9289
2016-06-24,0.8941
2016-06-27,0.88685
2016-06-28,0.89815
2016-06-29,0.91365
2016-06-30,0.92415
2016-07-01,0.92365
2016-07-04,0.92815
2016-07-05,0.9274
2016-07-06,0.92415
2016-07-07,0.9349
2016-07-08,0.9374
2016-07-11,0.9514
2016-07-12,0.966
2016-07-13,0.9801
2016-07-14,0.98335
2016-07-15,0.9938
2016-07-18,1.0028
2016-07-19,1.0073
2016-07-20,1.0202
2016-07-21,1.0319
2016-07-22,1.0444
2016-07-25,1.0597
2016-07-26,1.0732
2016-07-27,1.0867
2016-07-28,1.0922
2016-07-29,1.1117
2016-08-01,1.1147
2016-08-02,1.1272
2016-08-03,1.1442
2016-08-04,1.1582
2016-08-05,1.1607
2016-08-08,1.1852
2016-08-09,1.1962
2016-08-10,1.2037
2016-08-11,1.20395
2016-08-12,1.2067
2016-08-15,1.19744
2016-08-16,1.19456
2016-08-17,1.20678
2016-08-18,1.21011
2016-08-19,1.21456
2016-08-22,1.229
2016-08-23,1.229
2016-08-24,1.22344
2016-08-25,1.22428
2016-08-26,1.2315
2016-08-29,.
2016-08-30,1.2445
2016-08-31,1.2445
2016-09-01,1.25122
2016-09-02,1.24706
2016-09-05,1.24867
2016-09-06,1.25006
2016-09-07,1.23361
2016-09-08,1.23472
2016-09-09,1.25
2016-09-12,1.25528
2016-09-13,1.24894
2016-09-14,1.25283
2016-09-15,1.25217
2016-09-16,1.24733
2016-09-19,1.25656
2016-09-20,1.25939
2016-09-21,1.25878
2016-09-22,1.24833
2016-09-23,1.24472
2016-09-26,1.24444
2016-09-27,1.24194
2016-09-28,1.23363
2016-09-29,1.23778
2016-09-30,1.23972
2016-10-03,1.24778
2016-10-04,1.25139
2016-10-05,1.25578
2016-10-06,1.26244
2016-10-07,1.26222
2016-10-10,1.26033
2016-10-11,1.2635
2016-10-12,1.26367
2016-10-13,1.26228
2016-10-14,1.26228
2016-10-17,1.26433
2016-10-18,1.26072
2016-10-19,1.25572
2016-10-20,1.25628
2016-10-21,1.25711
2016-10-24,1.25572
2016-10-25,1.26044
2016-10-26,1.261
2016-10-27,1.25878
2016-10-28,1.25822
2016-10-31,1.256
2016-11-01,1.25656
2016-11-02,1.24822
2016-11-03,1.24711
2016-11-04,1.24544
2016-11-07,1.25156
2016-11-08,1.25378
2016-11-09,1.24267
2016-11-10,1.25822
2016-11-11,1.26211
2016-11-14,1.27489
2016-11-15,1.27211
2016-11-16,1.27544
2016-11-17,1.27489
2016-11-18,1.27933
2016-11-21,1.27433
2016-11-22,1.27822
2016-11-23,1.27989
2016-11-24,1.28878
2016-11-25,1.28989
2016-11-28,1.28989
2016-11-29,1.29267
2016-11-30,1.28878
2016-12-01,1.291
2016-12-02,1.29156
2016-12-05,1.291
2016-12-06,1.29322
2016-12-07,1.29322
2016-12-08,1.29322
2016-12-09,1.296
2016-12-12,1.29878
2016-12-13,1.29822
2016-12-14,1.29822
2016-12-15,1.32267
2016-12-16,1.31989
2016-12-19,1.31767
2016-12-20,1.32044
2016-12-21,1.316
2016-12-22,1.316
2016-12-23,1.31656
2016-12-26,.
2016-12-27,.
2016-12-28,1.31767
2016-12-29,1.31767
2016-12-30,1.31767
2017-01-02,.
2017-01-03,1.31767
2017-01-04,1.32156
2017-01-05,1.321
2017-01-06,1.32433
2017-01-09,1.33156
2017-01-10,1.33378
2017-01-11,1.33461
2017-01-12,1.33267
2017-01-13,1.33156
2017-01-16,1.33294
2017-01-17,1.33239
2017-01-18,1.3385
2017-01-19,1.35156
2017-01-20,1.35822
2017-01-23,1.35239
2017-01-24,1.34572
2017-01-25,1.35683
2017-01-26,1.36183
2017-01-27,1.35878
2017-01-30,1.35656
2017-01-31,1.34739
2017-02-01,1.35044
2017-02-02,1.34878
2017-02-03,1.34989
2017-02-06,1.34406
2017-02-07,1.3435
2017-02-08,1.33794
2017-02-09,1.33489
2017-02-10,1.33822
2017-02-13,1.33794
2017-02-14,1.33656
2017-02-15,1.34406
2017-02-16,1.36378
2017-02-17,1.35739
2017-02-20,1.35711
2017-02-21,1.36239
2017-02-22,1.36294
2017-02-23,1.36239
2017-02-24,1.36072
2017-02-27,1.36128
2017-02-28,1.37489
2017-03-01,1.40628
2017-03-02,1.416
2017-03-03,1.42267
2017-03-06,1.421
2017-03-07,1.42044
2017-03-08,1.421
2017-03-09,1.43017
2017-03-10,1.426
2017-03-13,1.43211
2017-03-14,1.43239
2017-03-15,1.43822
2017-03-16,1.431
2017-03-17,1.43156
2017-03-20,1.43489
2017-03-21,1.43378
2017-03-22,1.43128
2017-03-23,1.42794
2017-03-24,1.42711
2017-03-27,1.42433
2017-03-28,1.42489
2017-03-29,1.41989
2017-03-30,1.41878
2017-03-31,1.42322
2017-04-03,1.42628
2017-04-04,1.42572
2017-04-05,1.42294
2017-04-06,1.426
2017-04-07,1.42961
2017-04-10,.
2017-04-11,1.41544
2017-04-12,1.41044
2017-04-13,1.40322
2017-04-14,.
2017-04-17,.
2017-04-18,1.39767
2017-04-19,1.39072
2017-04-20,1.39406
2017-04-21,1.40211
2017-04-24,1.42072
2017-04-25,1.42361
2017-04-26,1.43111
2017-04-27,1.43044
2017-04-28,1.42628
2017-05-01,.
2017-05-02,1.43239
2017-05-03,1.42739
2017-05-04,1.436
2017-05-05,1.43267
2017-05-08,1.43683
2017-05-09,1.44517
2017-05-10,1.44211
2017-05-11,1.43933
2017-05-12,1.43656
2017-05-15,1.42267
2017-05-16,1.42044
2017-05-17,1.41406
2017-05-18,1.39906
2017-05-19,1.41517
2017-05-22,1.41933
2017-05-23,1.4135
2017-05-24,1.41739
2017-05-25,1.41794
2017-05-26,1.41378
2017-05-29,.
2017-05-30,1.41489
2017-05-31,1.41878
2017-06-01,1.42239
2017-06-02,1.42822
2017-06-05,1.41822
2017-06-06,1.41711
2017-06-07,1.41406
2017-06-08,1.41544
2017-06-09,1.41683
2017-06-12,1.42183
2017-06-13,1.42322
2017-06-14,1.426
2017-06-15,1.42711
2017-06-16,1.43267
2017-06-19,1.43322
2017-06-20,1.43961
2017-06-21,1.445
2017-06-22,1.44861
2017-06-23,1.445
2017-06-26,1.44639
2017-06-27,1.44683
2017-06-28,1.44656
2017-06-29,1.44822
2017-06-30,1.44767
2017-07-03,1.456
2017-07-04,1.45767
2017-07-05,1.45711
2017-07-06,1.46544
2017-07-07,1.46544
2017-07-10,1.46211
2017-07-11,1.46267
2017-07-12,1.46044
2017-07-13,1.456
2017-07-14,1.456
2017-07-17,1.45322
2017-07-18,1.456
2017-07-19,1.45322
2017-07-20,1.456
2017-07-21,1.45306
2017-07-24,1.45278
2017-07-25,1.45389
2017-07-26,1.45722
2017-07-27,1.45444
2017-07-28,1.455
2017-07-31,1.455
2017-08-01,1.45167
2017-08-02,1.45167
2017-08-03,1.45111
2017-08-04,1.44944
2017-08-07,1.45222
2017-08-08,1.45222
2017-08-09,1.45222
2017-08-10,1.45278
2017-08-11,1.45583
2017-08-14,1.45
2017-08-15,1.45333
2017-08-16,1.45944
2017-08-17,1.45722
2017-08-18,1.45639
2017-08-21,1.45639
2017-08-22,1.45611
2017-08-23,1.45556
2017-08-24,1.45389
2017-08-25,1.455
2017-08-28,.
2017-08-29,1.45167
2017-08-30,1.45333
2017-08-31,1.45389
2017-09-01,1.45333
2017-09-04,1.45389
2017-09-05,1.455
2017-09-06,1.45222
2017-09-07,1.45167
2017-09-08,1.44767
2017-09-11,1.44933
2017-09-12,1.45444
2017-09-13,1.45583
2017-09-14,1.45861
2017-09-15,1.47111
2017-09-18,1.47444
2017-09-19,1.47861
2017-09-20,1.48
2017-09-21,1.491
2017-09-22,1.49683
2017-09-25,1.49711
2017-09-26,1.49711
2017-09-27,1.50389
2017-09-28,1.50944
2017-09-29,1.506
2017-10-02,1.50933
2017-10-03,1.51572
2017-10-04,1.51406
2017-10-05,1.5135
2017-10-06,1.51878
2017-10-09,1.52489
2017-10-10,1.52433
2017-10-11,1.52933
2017-10-12,1.53156
2017-10-13,1.53433
2017-10-16,1.53316
2017-10-17,1.54522
2017-10-18,1.55055
2017-10-19,1.55069
2017-10-20,1.55489
2017-10-23,1.56078
2017-10-24,1.56444
2017-10-25,1.56219
2017-10-26,1.56447
2017-10-27,1.57267
2017-10-30,1.57306
2017-10-31,1.57511
2017-11-01,1.57979
2017-11-02,1.58907
2017-11-03,1.59017
2017-11-06,1.59406
2017-11-07,1.59809
2017-11-08,1.60162
2017-11-09,1.61239
2017-11-10,1.61461
2017-11-13,1.61618
2017-11-14,1.62208
2017-11-15,1.6181
2017-11-16,1.63171
2017-11-17,1.63211
2017-11-20,1.63489
2017-11-21,1.64489
2017-11-22,1.65211
2017-11-23,1.65211
2017-11-24,1.65394
2017-11-27,1.65832
2017-11-28,1.65738
2017-11-29,1.6605
2017-11-30,1.668
2017-12-01,1.67425
2017-12-04,1.69313
2017-12-05,1.71125
2017-12-06,1.71445
2017-12-07,1.7225
2017-12-08,1.72988
2017-12-11,1.73535
2017-12-12,1.74769
2017-12-13,1.75575
2017-12-14,1.76769
2017-12-15,1.77443
2017-12-18,1.7817
2017-12-19,1.7883
2017-12-20,1.81413
2017-12-21,1.82488
2017-12-22,1.83363
2017-12-25,.
2017-12-26,.
2017-12-27,1.843
2017-12-28,1.84363
2017-12-29,1.83707
2018-01-01,.
2018-01-02,1.83938
2018-01-03,1.84269
2018-01-04,1.85831
2018-01-05,1.86507
2018-01-08,1.86529
2018-01-09,1.86519
2018-01-10,1.87144
2018-01-11,1.88027
2018-01-12,1.88769
2018-01-15,1.89875
2018-01-16,1.90406
2018-01-17,1.913
2018-01-18,1.9255
2018-01-19,1.93175
2018-01-22,1.9255
2018-01-23,1.92844
2018-01-24,1.93738
2018-01-25,1.94969
2018-01-26,1.95965
2018-01-29,1.96719
2018-01-30,1.96625
2018-01-31,1.96625
2018-02-01,1.983
2018-02-02,1.99214
2018-02-05,2.0008
2018-02-06,1.99188
2018-02-07,2.00438
2018-02-08,2.02633
2018-02-09,2.03831
2018-02-12,2.04863
2018-02-13,2.05715
2018-02-14,2.06283
2018-02-15,2.09644
2018-02-16,2.10613
2018-02-19,2.11863
2018-02-20,2.12863
2018-02-21,2.1455
2018-02-22,2.168
2018-02-23,2.18188
2018-02-26,2.20113
2018-02-27,2.21125
2018-02-28,2.22375
2018-03-01,2.22488
