Datetime,Timestamp,Price,VIX,3-Month-LIBOR,3-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,105-Calls,105-Calls-P,105-Calls-ROI,105-Puts,105-Puts-P,105-Puts-ROI,105-Straddles,105-Straddles-P,105-Straddles-ROI,100-Bull-Spreads,100-Bull-Spreads-P,100-Bull-Spreads-ROI
2009-01-02,1230872400000,12.9643,39.19,1.425,79.16700759901256,2.039447566201213,2.0662524337987875,101.31432001693985,1.9939748585299768,-1.9939748585299768,-100.0,1.7802402092796408,1.6772447907203594,94.21452127513977,2.380708866224845,-2.380708866224845,-100.0,4.160949075504487,-0.7034640755044865,-16.906337057710715,0.25920735692157226,-0.25920735692157226,-100.0
2009-01-05,1231131600000,13.5114,39.08,1.4125,79.55154939974071,2.1354135343617617,1.9174864656382369,89.79461986089458,2.0884368484407867,-2.0884368484407867,-100.0,1.8654607935343828,1.5118692064656158,81.0453487795454,2.4917052733173586,-2.4917052733173586,-100.0,4.357166066851741,-0.9798360668517424,-22.487921089492016,0.26995274082737897,-0.26995274082737897,-100.0
2009-01-06,1231218000000,13.2886,38.56,1.42125,79.53936762689672,2.100008587104925,2.099991412895076,99.99918218382747,2.053520830164298,-2.053520830164298,-100.0,1.8344934063263327,1.7010765936736671,92.72732122162054,2.4501112615386758,-2.4501112615386758,-100.0,4.2846046678650085,-0.7490346678650095,-17.482001863155524,0.26551518077859226,-0.26551518077859226,-100.0
2009-01-07,1231304400000,13.0014,43.39,1.41125,79.57756959684758,2.0554494963702137,3.0360505036297862,147.70737539361818,2.0102859214447264,-2.0102859214447264,-100.0,1.7956993386136118,2.645730661386387,147.33706275289106,2.398347584941852,-2.398347584941852,-100.0,4.194046923555463,0.2473830764445353,5.898433683589277,0.25975015775660193,-0.25975015775660193,-100.0
2009-01-08,1231390800000,13.2429,42.56,1.3975,79.63687528573355,2.094962156313768,2.869237843686232,136.95893431959914,2.0494071081196727,-2.0494071081196727,-100.0,1.830427499149672,2.4716275008503272,135.03006822168732,2.4447396985458734,-2.4447396985458734,-100.0,4.275167197695545,0.026887802304454308,0.6289298420643692,0.26453465716409585,-0.26453465716409585,-100.0
2009-01-09,1231477200000,12.94,42.82,1.35375,79.65390372872467,2.046880939893489,2.9945190601065117,146.29668984373532,2.003759053397002,-2.003759053397002,-100.0,1.7884446433131949,2.605955356686806,145.7107082643121,2.3901666624918843,-2.3901666624918843,-100.0,4.178611305805079,0.21578869419492186,5.164124595535849,0.2584362965802942,-0.2584362965802942,-100.0
2009-01-12,1231736400000,12.6657,45.84,1.26,79.66791730499033,2.0025959842390053,3.0717040157609934,153.38610683014298,1.9633066275280484,-1.9633066275280484,-100.0,1.7497281831765663,2.691286816823432,153.81170873852534,2.341759358630064,-2.341759358630064,-100.0,4.091487541806631,0.34952745819336783,8.54279658979558,0.252867801062439,-0.252867801062439,-100.0
2009-01-13,1231822800000,12.53,43.27,1.16,79.53028574385253,1.9764870930725085,2.993512906927492,151.45623350739854,1.9406990663754256,-1.9406990663754256,-100.0,1.7263575625943757,2.617142437405625,151.59909477110727,2.3152801345624408,-2.3152801345624408,-100.0,4.041637697156816,0.30186230284318416,7.468811542794549,0.2501295304781328,-0.2501295304781328,-100.0
2009-01-14,1231909200000,12.19,49.14,1.09438,79.60597500653806,1.923810427717836,4.569089572282166,237.50206914630104,1.890960405742512,-1.890960405742512,-100.0,1.6805567386588756,4.202843261341124,250.0863651110699,2.255564215584788,-2.255564215584788,-100.0,3.936120954243664,1.9472790457563365,49.472032704099455,0.2432536890589605,-0.2432536890589605,-100.0
2009-01-15,1231995600000,11.9114,51.0,1.0825,79.64278206126939,1.8805450250289404,5.2151549749710595,277.32146295677245,1.848793770947472,-1.848793770947472,-100.0,1.6428759987197434,4.857254001280257,295.6555458272813,2.2051071819342027,-2.2051071819342027,-100.0,3.847983180653946,2.6521468193460542,68.92303564838697,0.23766902630919695,-0.23766902630919695,-100.0
2009-01-16,1232082000000,11.7614,46.11,1.0856299999999999,79.45042476982688,1.8525125125971105,5.6817874874028895,306.70710447387836,1.821070571448633,-1.821070571448633,-100.0,1.617755887886009,5.328474112113992,329.3744224338405,2.1728118496801088,-2.1728118496801088,-100.0,3.7905677375661178,3.1556622624338817,83.25038571821166,0.23475662471110148,-0.23475662471110148,-100.0
2009-01-20,1232427600000,11.1714,56.65,1.1425,79.79306981779744,1.7676716673078818,6.462328332692118,365.5842005169477,1.7362447437552406,-1.7362447437552406,-100.0,1.5447785080638026,6.126651491936195,396.60387945293394,2.070350238333531,-2.070350238333531,-100.0,3.6151287463973336,4.056301253602664,112.20350748628199,0.22289315924407926,-0.22289315924407926,-100.0
2009-01-21,1232514000000,11.8329,46.42,1.1325,80.49610879099896,1.8883525626599047,6.185847437340095,327.57905274991674,1.8553556874103512,-1.8553556874103512,-100.0,1.6525582003620922,5.8299967996379065,352.786171062568,2.2095564813500648,-2.2095564813500648,-100.0,3.8621146817121565,3.620440318287842,93.74243430500168,0.23579436229781248,-0.23579436229781248,-100.0
2009-01-22,1232600400000,12.6229,47.29,1.1225,81.31771000770236,2.034399474283169,5.269800525716831,259.0346975769679,1.9995100138542958,-1.9995100138542958,-100.0,1.7832338265333627,4.889821173466636,274.2108802956331,2.377744893083044,-2.377744893083044,-100.0,4.160978719616407,2.512076280383593,60.37224532153285,0.2511656477498061,-0.2511656477498061,-100.0
2009-01-23,1232686800000,12.6229,47.27,1.125,80.81632076642096,2.022163266995457,5.490636733004544,271.5229191737108,1.987196209480508,-1.987196209480508,-100.0,1.7707740528631115,5.110880947136889,288.6241154749958,2.3652036424724163,-2.3652036424724163,-100.0,4.135977695335528,2.7456773046644716,66.38520579453295,0.2513892141323453,-0.2513892141323453,-100.0
2009-01-26,1232946000000,12.8057,45.69,1.1593799999999999,80.8819064826723,2.0535338472162845,5.675066152783718,276.3561048909267,2.016977890717057,-2.016977890717057,-100.0,1.7985030419680497,5.289811958031953,294.1230475898147,2.4004042876438625,-2.4004042876438625,-100.0,4.198907329611912,2.8894076703880893,68.8133231712724,0.25503080524823485,-0.25503080524823485,-100.0
2009-01-27,1233032400000,12.9614,42.25,1.1693799999999999,79.63383524242914,2.0472667853823525,5.6584332146176495,276.3896359291965,2.009947677975892,-2.009947677975892,-100.0,1.7885632463332577,5.269066753666745,294.5977316971532,2.3974481835564743,-2.3974481835564743,-100.0,4.186011429889732,2.87161857011027,68.60035186731238,0.2587035390490948,-0.2587035390490948,-100.0
2009-01-28,1233118800000,13.4571,39.66,1.18375,79.46355870165708,2.121319917699332,4.971580082300669,234.36257967598647,2.082098123756075,-2.082098123756075,-100.0,1.8526294519823945,4.567415548017607,246.53691773766602,2.484301568341976,-2.484301568341976,-100.0,4.3369310203243705,2.083113979675629,48.03198321378485,0.26869046571693733,-0.26869046571693733,-100.0
2009-01-29,1233205200000,13.2857,42.63,1.18438,78.95773789732681,2.081271584886844,5.021628415113156,241.2769410574629,2.0425287717823526,-2.0425287717823526,-100.0,1.8157709675111768,4.622844032488822,254.59400525745917,2.4393760137514606,-2.4393760137514606,-100.0,4.255146981262636,2.1834680187373614,51.31357455693474,0.2655006173756671,-0.2655006173756671,-100.0
2009-01-30,1233291600000,12.8757,44.84,1.17,78.25199206562112,1.9992136810230536,5.160786318976943,258.14080645626757,1.9621216980613152,-1.9621216980613152,-100.0,1.7416083235912991,4.774606676408698,274.14927981988393,2.3464467414814707,-2.3464467414814707,-100.0,4.08805506507277,2.428159934927227,59.39645861604861,0.2576053574317545,-0.2576053574317545,-100.0
2009-02-02,1233550800000,13.0729,45.52,1.18438,78.1682790220355,2.0279055308642344,4.8920944691357615,241.2387754103564,1.989783269979697,-1.989783269979697,-100.0,1.7663036762269346,4.500051323773064,254.7722333560323,2.3799203022981708,-2.3799203022981708,-100.0,4.146223978525105,2.120131021474892,51.13402055595329,0.2616018546372998,-0.2616018546372998,-100.0
2009-02-03,1233637200000,13.2829,43.06,1.225,78.17720176034926,2.061276525952689,4.222923474047311,204.8693331961147,2.021215423350712,-2.021215423350712,-100.0,1.7954370089411882,3.824617991058811,213.01877882723824,2.417517851209114,-2.417517851209114,-100.0,4.212954860150302,1.407100139849697,33.399364259969715,0.26583951701150066,-0.26583951701150066,-100.0
2009-02-04,1233723600000,13.3643,43.85,1.23375,78.04824901878209,2.0706857051396703,4.006414294860331,193.482491568661,2.030091634276931,-2.030091634276931,-100.0,1.8031495821498549,3.6057354178501466,199.968735458492,2.4287408077439787,-2.4287408077439787,-100.0,4.231890389893834,1.176994610106168,27.81250225471212,0.26753612298981544,-0.26753612298981544,-100.0
2009-02-05,1233810000000,13.78,43.73,1.23563,78.14716994702617,2.137768022095601,3.5608319779043995,166.5677445401117,2.0958475775688266,-2.0958475775688266,-100.0,1.8619548513963071,3.1476451486036936,169.05056243674375,2.5069383846431963,-2.5069383846431963,-100.0,4.368893236039503,0.6407067639604973,14.665196180012671,0.2758131706992937,-0.2758131706992937,-100.0
2009-02-06,1233896400000,14.2457,43.37,1.24125,71.12460651364718,2.015596995864559,3.1073030041354417,154.1629110636084,1.9720630266428223,-1.9720630266428223,-100.0,1.727161598675151,2.683453401324849,155.3678244921169,2.3937359309923267,-2.3937359309923267,-100.0,4.120897529667477,0.2897174703325227,7.0304458736662765,0.28843539718940825,-0.28843539718940825,-100.0
2009-02-09,1234155600000,14.6443,43.64,1.24125,70.07800298623197,2.042141547662009,2.7249584523379915,133.4363161778732,1.9973894817421936,-1.9973894817421936,-100.0,1.745156397711254,2.289728602288747,131.2047794278892,2.430381728495451,-2.430381728495451,-100.0,4.175538126206705,-0.14065312620670412,-3.368502979865768,0.296985149950755,-0.296985149950755,-100.0
2009-02-10,1234242000000,13.9757,46.67,1.22813,70.18063766102739,1.951504203779808,3.9984957962201912,204.89301475629048,1.909246086787542,-1.909246086787542,-100.0,1.6681386439610977,3.5830763560389007,214.79487745279167,2.322552621119222,-2.322552621119222,-100.0,3.99069126508032,1.260523734919679,31.586601197382002,0.28336555981871037,-0.28336555981871037,-100.0
2009-02-11,1234328400000,13.8314,44.53,1.2218799999999999,68.70948434802644,1.891608929487659,3.9012910705123423,206.2419461917535,1.8499996425275576,-1.8499996425275576,-100.0,1.610552344213139,3.4907776557868617,216.74412932492032,2.2584325929050344,-2.2584325929050344,-100.0,3.8689849371181735,1.232345062881827,31.85189611515375,0.28105658527451993,-0.28105658527451993,-100.0
2009-02-12,1234414800000,14.1814,41.25,1.23125,68.644812078649,1.9378300947134208,3.02506990528658,156.1060442574016,1.894841236333556,-1.894841236333556,-100.0,1.649621726860408,2.6042082731395935,157.86699645960482,2.3135534255615533,-2.3135534255615533,-100.0,3.9631751524219614,0.2906548475780393,7.333888521187749,0.28820836785301274,-0.28820836785301274,-100.0
2009-02-13,1234501200000,14.1657,42.93,1.23438,68.62116728548186,1.935079317203808,3.359220682796193,173.59602022155204,1.8920290547752607,-1.8920290547752607,-100.0,1.6471758900622089,2.938839109937793,178.41683621454675,2.3102581145122354,-2.3102581145122354,-100.0,3.9574340045744436,0.6285809954255575,15.883549661193928,0.2879034271415992,-0.2879034271415992,-100.0
2009-02-17,1234846800000,13.5043,48.66,1.2375,67.16990394769766,1.8065585410818936,4.669141458918107,258.4550321918656,1.7654147314548467,-1.7654147314548467,-100.0,1.5315070231929668,4.268977976807031,278.74361084592607,2.16352102308457,-2.16352102308457,-100.0,3.6950280462775376,2.1054569537224608,56.980811169851634,0.2750515178889268,-0.2750515178889268,-100.0
2009-02-18,1234933200000,13.4814,48.46,1.24563,67.16227628761146,1.803412324177545,5.063787675822455,280.78923538086724,1.7620688546129817,-1.7620688546129817,-100.0,1.5288140168569022,4.664315983143098,305.093747945384,2.1594733738141088,-2.1594733738141088,-100.0,3.6882873906710114,2.5048426093289895,67.91343363493381,0.27459830732064283,-0.27459830732064283,-100.0
2009-02-19,1235019600000,12.9486,47.08,1.24563,67.47984609657178,1.7401598341812514,5.592640165818748,321.3865793224734,1.7004503047552486,-1.7004503047552486,-100.0,1.4765358650462446,5.208834134953756,352.7739662991944,2.0822708591489425,-2.0822708591489425,-100.0,3.558806724195187,3.1265632758048136,87.85425897248962,0.26362396913500685,-0.26362396913500685,-100.0
2009-02-20,1235106000000,13.0286,49.3,1.25125,65.87565349849481,1.7102142333577284,5.608285766642271,327.9288440741902,1.6700793782269263,-1.6700793782269263,-100.0,1.4443422804319317,5.222727719568066,361.59903302188224,2.0536306825445942,-2.0536306825445942,-100.0,3.497972962976527,3.1690970370234735,90.59809982998831,0.2658719529257967,-0.2658719529257967,-100.0
2009-02-23,1235365200000,12.4214,52.62,1.25063,62.510378224689504,1.54886752783624,6.434032472163758,415.40237344584716,1.5106220950337723,-1.5106220950337723,-100.0,1.2942236064904362,6.067606393509562,468.8221079480363,1.8751359020478482,-1.8751359020478482,-100.0,3.1693595085382844,4.192470491461712,132.28131678237065,0.2546439213458038,-0.2546439213458038,-100.0
