Datetime,Timestamp,Price,VIX-Close,10-Day-LIBOR,10-Day-VM,100-Calls,100-Puts
2008-10-28,1225166400000,14.2729,66.96,2.159891304,83.85914069298819,0.7937236815668065,0.785280176589529
2008-10-29,1225252800000,14.9357,69.96,1.795652174,80.65561246477313,0.7983625583671294,0.7910166059707642
2008-10-30,1225339200000,15.8629,62.9,1.4834239130000002,83.65167055275208,0.8785847524123875,0.8721391019878126
2008-10-31,1225425600000,15.37,59.89,1.215108696,81.47278581677051,0.828691248853632,0.823575327679686
2008-11-03,1225688400000,15.28,53.68,1.137282609,81.85456705686413,0.8275271295961284,0.8227668635026957
2008-11-04,1225774800000,15.8557,47.73,1.069293478,68.7727314554892,0.7218850090677336,0.71724064923594
2008-11-05,1225861200000,14.7571,54.56,0.969673913,78.66820498021282,0.7679098892127971,0.7639899784457329
2008-11-06,1225947600000,14.1571,63.68,0.961630435,82.03735845827887,0.7680955589307175,0.7643662150876134
2008-11-07,1226034000000,14.0343,56.1,0.928967391,81.49905507720783,0.7563969704311324,0.752825532592639
2008-11-10,1226293200000,13.6971,59.98,0.890543478,78.6881332472891,0.7127899303398202,0.7094484576963458
2008-11-11,1226379600000,13.5386,61.44,0.914184783,65.8559777455208,0.5900840151914704,0.5866935405946796
2008-11-12,1226466000000,12.8743,66.46,0.946413043,62.68433659395053,0.5342632578858586,0.5309254973595054
2008-11-13,1226552400000,13.7771,59.83,0.986195652,65.27594195164006,0.5953409553954421,0.5916190154628289
2008-11-14,1226638800000,12.8914,66.31,0.991141304,70.06272288853877,0.5977547146230062,0.5942545873990204
2008-11-17,1226898000000,12.5914,69.15,1.010108696,69.79665757058949,0.5816672304661381,0.5781831420004879
2008-11-18,1226984400000,12.8443,67.64,0.983315217,66.37632098788546,0.5643453827547447,0.560885576035556
2008-11-19,1227070800000,12.3271,74.26,1.019402174,61.40772755625563,0.5012972703935246,0.49785493672332404
2008-11-20,1227157200000,11.4986,80.86,1.085217391,65.87126921110406,0.5015440701025629,0.49812581645158094
2008-11-21,1227243600000,11.7971,72.67,1.129728261,69.77565261529533,0.5449954799353378,0.5413446703599716
2008-11-24,1227502800000,13.2786,64.7,1.171032609,97.15432684958392,0.8529572455511429,0.8486977443289243
2008-11-25,1227589200000,12.9714,60.9,1.20625,97.62228678855428,0.8372773788182046,0.8329913059223406
2008-11-26,1227675600000,13.5714,54.92,1.281521739,96.78472111501361,0.8686568739594103,0.8638927667548737
2008-11-28,1227848400000,13.2386,55.28,1.30125,91.0333486075794,0.7972719032421258,0.7925530928608735
2008-12-01,1228107600000,12.7043,68.51,1.298206522,86.97427154678293,0.7311361013087838,0.7266183280369365
2008-12-02,1228194000000,13.21,62.98,1.290054348,88.19000565988598,0.7708004917644526,0.7661323803395232
2008-12-03,1228280400000,13.7,60.72,1.278043478,89.3650606036539,0.8099702979318559,0.8051740977692345
2008-12-04,1228366800000,13.0586,63.64,1.163206522,90.44503771409096,0.7811413175578519,0.7769803782307934
2008-12-05,1228453200000,13.4286,59.93,1.0425,80.38933875126665,0.714133096488129,0.7102982152626476
2008-12-08,1228712400000,14.2457,58.49,0.8793478259999999,83.2682732896146,0.7843011347432602,0.7808695137925596
2008-12-09,1228798800000,14.2943,58.91,0.735,62.14613324204565,0.5877207306487771,0.5848425792121059
2008-12-10,1228885200000,14.03,55.73,0.61701087,61.53089635086019,0.5709441869800189,0.5685726990708186
2008-12-11,1228971600000,13.5714,55.78,0.49826087,60.78754082342067,0.5454169362568564,0.5435644332306282
2008-12-12,1229058000000,14.0386,54.28,0.403641304,61.21183683991533,0.5679463445154349,0.566393948488316
2008-12-15,1229317200000,13.5357,56.76,0.397880435,60.23449523608658,0.5388666823271739,0.537391258579893
2008-12-16,1229403600000,13.6329,52.37,0.310597826,57.45106329742999,0.5175532343721434,0.5163931880856794
2008-12-17,1229490000000,12.7371,49.84,0.293369565,64.0449183839843,0.5389033918356461,0.5378796857199646
2008-12-18,1229576400000,12.7757,47.34,0.287880435,59.96536710901743,0.5061579814106896,0.5051503844140335
2008-12-19,1229662800000,12.8571,44.93,0.290597826,57.87083725007971,0.49162687809069094,0.4906032899864572
2008-12-22,1229922000000,12.2486,44.56,0.484293478,49.44157235641347,0.4005666528841054,0.3989415779308656
2008-12-23,1230008400000,12.34,45.02,0.444076087,49.90308920404558,0.4072471420542314,0.40574589121258064
2008-12-24,1230094800000,12.1486,44.21,0.444076087,49.858895431067076,0.4005763166298859,0.39909835099172675
2008-12-26,1230267600000,12.2586,43.38,0.444076087,49.90070847451087,0.40454150917571763,0.40305016123670256
2008-12-29,1230526800000,12.3729,43.9,0.450380435,45.128618378749174,0.3693672857568453,0.367840664305632
2008-12-30,1230613200000,12.3271,41.63,0.406743478,43.23817752187872,0.3525514126150666,0.3511777994182559
2008-12-31,1230699600000,12.1929,40.0,0.391684783,42.2465185577376,0.34071007265021525,0.33940171178623135
2009-01-02,1230872400000,12.9643,39.19,0.391684783,43.418895011765095,0.3722951359147917,0.3709039998643915
2009-01-05,1231131600000,13.5114,39.08,0.328913043,47.770328871635485,0.42668743378149987,0.4254699336553758
2009-01-06,1231218000000,13.2886,38.56,0.308097826,49.0446915566443,0.43078770026617885,0.4296660520526281
2009-01-07,1231304400000,13.0014,43.39,0.313560435,42.56456861021923,0.3658955886615196,0.3647787257751931
2009-01-08,1231390800000,13.2429,42.56,0.299728261,43.02439765022849,0.37668605634139496,0.37559862937726596
2009-01-09,1231477200000,12.94,42.82,0.281902174,44.27966937966806,0.3787580570232558,0.37775869448393706
2009-01-12,1231736400000,12.6657,45.84,0.26298913,46.34770980644373,0.38798078107442446,0.3870682272589363
2009-01-13,1231822800000,12.53,43.27,0.258804348,46.710906646934134,0.3868197465598504,0.38593133463748064
2009-01-14,1231909200000,12.19,49.14,0.248886522,48.89697652613511,0.39388971085002744,0.39305852639339545
2009-01-15,1231995600000,11.9114,51.0,0.245054348,49.952579080823405,0.39317700513691456,0.3923773222939584
2009-01-16,1232082000000,11.7614,46.11,0.253315217,35.16084971752241,0.2734353471700546,0.2726191175233863
2009-01-20,1232427600000,11.1714,56.65,0.258293043,27.429306235625827,0.20271297902939,0.20192246045222717
2009-01-21,1232514000000,11.8329,46.42,0.25663478300000003,47.30050575462794,0.36989910342815246,0.3690671508340362
2009-01-22,1232600400000,12.6229,47.29,0.256847826,60.2135319299926,0.5021185690612073,0.5012303360882964
2009-01-23,1232686800000,12.6229,47.27,0.271467391,59.083768638582555,0.4927377276256797,0.4917989390495059
2009-01-26,1232946000000,12.8057,45.69,0.304049565,58.82341511063863,0.49772947747253315,0.4966627910754102
2009-01-27,1233032400000,12.9614,42.25,0.311032609,57.97143273191071,0.4965099528360568,0.49540550179613696
2009-01-28,1233118800000,13.4571,39.66,0.322880435,59.95705142618838,0.5331424401930871,0.5319520724873934
2009-01-29,1233205200000,13.2857,42.63,0.329728261,58.00160272527836,0.5092299628563755,0.5080298332958622
2009-01-30,1233291600000,12.8757,44.84,0.328804348,59.39192760177489,0.5053198610594425,0.5041600266864608
2009-02-02,1233550800000,13.0729,45.52,0.336223478,58.34261308223525,0.5040249265751964,0.5028207585018682
2009-02-03,1233637200000,13.2829,43.06,0.353804348,46.979533143986224,0.41258483194804807,0.41129734701339427
2009-02-04,1233723600000,13.3643,43.85,0.363478261,41.41698655414914,0.36607684035605814,0.3647460483937319
2009-02-05,1233810000000,13.78,43.73,0.37326087,31.747419414812196,0.28953963265665994,0.28813051709494264
2009-02-06,1233896400000,14.2457,43.37,0.3735869570000001,33.5117389036965,0.3159152321115819,0.31445722242336416
2009-02-09,1234155600000,14.6443,43.64,0.372663043,34.40886790662167,0.33342431304571196,0.331929214193158
2009-02-10,1234242000000,13.9757,46.67,0.365897391,45.8209824969291,0.42344318256649327,0.42204224671341617
2009-02-11,1234328400000,13.8314,44.53,0.368071304,43.28042128984165,0.3958882472104417,0.394493539058713
2009-02-12,1234414800000,14.1814,41.25,0.365543478,43.63407951109761,0.40921082960710287,0.40779064913978313
2009-02-13,1234501200000,14.1657,42.93,0.372391304,38.64020121484243,0.3620870486405634,0.3606418666121014
2009-02-17,1234846800000,13.5043,48.66,0.372119565,47.89884946069697,0.4276858001594386,0.4263090993132419
2009-02-18,1234933200000,13.4814,48.46,0.376956522,47.40623692457357,0.42258749870694956,0.42119526877651126
2009-02-19,1235019600000,12.9486,47.08,0.377667391,51.67565534225709,0.4423602222764167,0.4410204932384012
2009-02-20,1235106000000,13.0286,49.3,0.379782609,48.561351974260646,0.41832829499291524,0.4169727392978695
2009-02-23,1235365200000,12.4214,52.62,0.383451739,47.42266110177865,0.38950609673655023,0.38820123173653265
2009-02-24,1235451600000,12.8929,45.49,0.382282609,49.95833763488705,0.4258583473403714,0.42450808066822443
2009-02-25,1235538000000,13.0229,44.67,0.378097826,47.19353966855284,0.40638976274085703,0.40504081064335384
2009-02-26,1235624400000,12.7414,44.66,0.389375652,47.767401692779636,0.4024486710915349,0.4010895131966876
2009-02-27,1235710800000,12.7586,46.35,0.383097826,44.53151539117839,0.37574051472263204,0.37440146392137397
2009-03-02,1235970000000,12.5629,52.65,0.387636522,44.259330021155634,0.3677284179665925,0.3663942863834162
2009-03-03,1236056400000,12.6243,50.93,0.39298913,40.024305919435314,0.33425384036438643,0.3328946771860606
2009-03-04,1236142800000,13.0243,47.56,0.390978261,44.35547965824722,0.3820661664986513,0.3806711129528768
2009-03-05,1236229200000,12.6914,50.17,0.397717391,41.495746407661166,0.34836225772098395,0.3469794315554653
2009-03-06,1236315600000,12.1857,49.33,0.403451739,45.38973894918179,0.36580227512721386,0.36445540659222786
2009-03-09,1236571200000,11.8729,49.68,0.406495217,40.98710501998015,0.3219241707445972,0.3206019766831858
2009-03-10,1236657600000,12.6611,44.37,0.414728261,49.959787261758976,0.41826846765031966,0.4168299422582278
2009-03-11,1236744000000,13.24,43.61,0.423614783,55.0366407600926,0.48174994890621026,0.48021341896861447
2009-03-12,1236830400000,13.7643,41.18,0.4268756520000001,56.19878321797315,0.5113839754032874,0.5097743039059335
2009-03-13,1236916800000,13.7043,42.36,0.429706087,56.45305669703237,0.5114583115364031,0.509845030850645
2009-03-16,1237176000000,13.6314,43.74,0.430163043,55.53920577238022,0.5005219268334642,0.49891552163086317
2009-03-17,1237262400000,14.2371,40.8,0.424647391,58.215215207085826,0.5478802988610445,0.5462240260671747
2009-03-18,1237348800000,14.5029,40.06,0.42798913,57.387569555130696,0.5501987298310418,0.5484982586927458
2009-03-19,1237435200000,14.5171,43.68,0.424347826,54.07272142989584,0.518989546774681,0.5173018915030454
2009-03-20,1237521600000,14.5129,45.89,0.418234348,45.9504431781954,0.44106026384232333,0.43939740205342304
2009-03-23,1237780800000,15.38,43.23,0.414810435,42.95091055213515,0.4369645387333705,0.43521675188862385
2009-03-24,1237867200000,15.2144,42.93,0.446332174,40.63683356237016,0.40909034617811724,0.40723000068397397
2009-03-25,1237953600000,15.2129,42.25,0.455992174,38.683667276548384,0.38946074406994136,0.38756032487907
2009-03-26,1238040000000,15.6957,40.36,0.460217391,37.481824615682285,0.3893802360987184,0.3874013378158008
2009-03-27,1238126400000,15.2643,41.04,0.467613043,42.12335970510769,0.4254491637730311,0.4234937312882012
2009-03-30,1238385600000,14.9271,45.54,0.46813,44.72915848861423,0.44171844499724955,0.43980409561882894
2009-03-31,1238472000000,15.0171,44.14,0.448428261,40.407797588594754,0.40151970409541793,0.3996748607009435
2009-04-01,1238558400000,15.5271,42.28,0.437038696,42.409579843262,0.4356433233795771,0.4337842720672844
2009-04-02,1238644800000,16.1014,42.04,0.42,44.694863161606996,0.4760004744910926,0.4741478172487579
2009-04-03,1238731200000,16.57,39.7,0.411658261,45.127067284661635,0.49456067249872326,0.49269196215830746
2009-04-06,1238990400000,16.9214,40.93,0.399321304,38.12382470969105,0.42681929415027753,0.4249681418476765
2009-04-07,1239076800000,16.4286,40.39,0.395734348,41.899322904705585,0.45531443794495274,0.4535333396210346
2009-04-08,1239163200000,16.6171,38.85,0.393832174,41.6990220018197,0.45833801904278637,0.45654514354519904
2009-04-09,1239249600000,17.0814,36.53,0.393695652,41.1822129577219,0.46531861310674394,0.4634762815328859
2009-04-10,1239336000000,17.1743,37.81,0.37951087,36.027045469717706,0.4093862263666672,0.407600611380742
2009-04-13,1239595200000,16.9014,37.67,0.37951087,34.45597924900633,0.3853554746908845,0.38359823316586805
2009-04-14,1239681600000,16.8057,36.17,0.37951087,35.547347847152956,0.3952790909178585,0.3935317993386427
2009-04-15,1239768000000,17.35,35.79,0.369891304,35.28898650360951,0.40510039635395145,0.4033422349965239
2009-04-16,1239854400000,17.6314,33.94,0.367695217,32.59975558600278,0.3803698532868651,0.3785937834464974
2009-04-17,1239940800000,17.2143,39.18,0.363184348,34.3915217374754,0.391719619710436,0.39000683798746216
2009-04-20,1240200000000,17.3943,37.14,0.360543478,33.30523924472582,0.3833378864840338,0.38161977917223133
2009-04-21,1240286400000,17.3586,38.1,0.348482609,28.323307766256146,0.32543921580929513,0.3237819880135522
2009-04-22,1240372800000,17.9143,37.15,0.34016304299999994,31.152692955156873,0.3692956455086396,0.3676261937678422
2009-04-23,1240459200000,17.7,36.82,0.342173913,30.35075285169726,0.35551321014863646,0.35385397881087677
2009-04-24,1240545600000,17.8186,38.32,0.33696087,30.378868839331744,0.3582135611516133,0.35656865873516175
2009-04-27,1240804800000,17.7003,37.95,0.336086957,29.01231079782894,0.3398663626782632,0.3382366185432204
2009-04-28,1240891200000,17.8771,36.08,0.33576087,28.515328061173243,0.33739547711448026,0.33575105120272575
2009-04-29,1240977600000,17.9757,36.5,0.343804348,24.676381382241967,0.2937209663212066,0.29202786145398285
2009-04-30,1241064000000,18.1771,35.3,0.342582174,24.09011225703762,0.2899736404184967,0.28826765186786396
2009-05-01,1241150400000,18.8671,34.53,0.342093043,24.47823852489287,0.3058140387945816,0.30404581928798713
2009-05-04,1241409600000,18.9586,33.36,0.342093043,24.558914949066942,0.30830687961731407,0.30653008475548127
2009-05-05,1241496000000,18.9286,32.45,0.331684783,24.502729649532903,0.30709032649292567,0.30537031462215936
2009-05-06,1241582400000,18.4371,33.44,0.328695652,26.512510057398934,0.32357072750610527,0.3219104749739117
2009-05-07,1241668800000,18.4557,32.05,0.321549565,25.236299930215306,0.30833058550129167,0.3067047879901441
2009-05-08,1241755200000,18.51,32.87,0.315326087,25.202488475874414,0.30880904610391013,0.30721002315598867
2009-05-11,1242014400000,17.7743,31.8,0.308097826,33.51726356200426,0.39407479532349043,0.39257452352343947
2009-05-12,1242100800000,17.07,33.65,0.305271739,38.654669758675865,0.4363332517061931,0.4349056433014127
2009-05-13,1242187200000,17.5643,31.37,0.300901739,41.93597473833518,0.48699280672141043,0.4855448860171929
2009-05-14,1242273600000,17.4886,33.12,0.296956522,41.259570945156824,0.4770783544476842,0.4756555756597223
2009-05-15,1242360000000,18.0929,30.24,0.293347391,40.36573726171778,0.48288215817360225,0.48142810564304916
2009-05-18,1242619200000,18.2071,28.8,0.285276087,40.463275943383564,0.48708241729481294,0.4856594454397296
2009-05-19,1242705600000,17.9814,29.03,0.28491913,40.64670211642832,0.48322019888553314,0.48181662494332933
2009-05-20,1242792000000,17.74,31.35,0.284756087,39.264404247513326,0.46054939797979877,0.4591654593665524
2009-05-21,1242878400000,17.5,32.63,0.28701087,39.44349828755574,0.45639241354328597,0.4550163881308773
2009-05-22,1242964800000,18.6829,30.62,0.285956087,53.17900784592948,0.6565615902413366,0.6550979519654643
2009-05-26,1243310400000,19.0071,32.36,0.285956087,48.23703041954956,0.6059849188398214,0.6044958823908004
2009-05-27,1243396800000,19.2957,31.67,0.282554348,40.472443001997995,0.516314732710299,0.5148210688995096
2009-05-28,1243483200000,19.4014,28.92,0.29048913,39.51859067160087,0.5069505994388201,0.505406579837901
2009-05-29,1243569600000,19.9071,30.04,0.292826087,39.35982329700245,0.5180846911947619,0.5164876817782194
2009-06-01,1243828800000,19.9271,29.63,0.29451087,37.8821028407038,0.49917576310087775,0.49756795192403835
2009-06-02,1243915200000,20.1357,31.02,0.297173913,37.83609404615533,0.5037969613607842,0.5021576295324639
2009-06-03,1244001600000,20.5343,30.18,0.29446087,35.85990948576155,0.4869800176188157,0.48532349598890967
2009-06-04,1244088000000,20.6671,29.62,0.29375,32.96742233951516,0.4506707890821584,0.4490075791266044
2009-06-05,1244174400000,20.55,29.77,0.2925,31.21345359484088,0.42432209725633463,0.4226753481714791
2009-06-08,1244433600000,20.3886,28.27,0.295082174,17.40113788910216,0.2350839534063187,0.23343571526201856
2009-06-09,1244520000000,20.0357,28.46,0.29486913,21.00569352146102,0.278695440413923,0.27707690046981526
2009-06-10,1244606400000,19.9929,28.11,0.297884783,20.528742027014424,0.27181274952841505,0.2701811501693925
2009-06-11,1244692800000,19.5671,28.15,0.297256087,24.001826116129763,0.3108876615593168,0.3092941813563339
2009-06-12,1244779200000,19.4414,30.81,0.296006087,19.71461407882318,0.25386018520087283,0.2522835990646808
2009-06-15,1245038400000,19.4786,32.68,0.29366913,19.76326742809811,0.25496545306165785,0.25339832062238976
2009-06-16,1245124800000,19.3686,31.54,0.292123913,18.478908822913134,0.2370977012818365,0.23554761777222488
2009-06-17,1245211200000,19.4114,30.03,0.289216957,13.745398663683343,0.1769479251289514,0.17540987482181336
2009-06-18,1245297600000,19.9257,27.99,0.291086957,20.492640772285963,0.2704058794286741,0.26881687118038755
2009-06-19,1245384000000,19.6243,31.17,0.29241913,21.30349792907735,0.27682475310580124,0.27525261862122896
2009-06-22,1245643200000,19.1443,30.58,0.297608696,23.592220599182966,0.2989941504789595,0.2974332524276573
2009-06-23,1245729600000,19.46,29.05,0.299080435,25.166792704134394,0.3241570135494012,0.32256252948848463
2009-06-24,1245816000000,19.98,26.36,0.296580435,29.164891546487834,0.3855454542689234,0.38392204704902433
2009-06-25,1245902400000,20.3486,25.93,0.296091304,27.775238313992823,0.3739902070278287,0.372339577127363
2009-06-26,1245988800000,20.2814,25.35,0.29641739100000003,27.49077801319476,0.3689475408901455,0.3673005503224225
2009-06-29,1246248000000,20.3471,26.35,0.294080435,27.467555920251957,0.36982439765600894,0.36818509821140566
2009-06-30,1246334400000,20.4043,26.22,0.292445652,26.92567673528107,0.36356062114249177,0.3619258513416028
2009-07-01,1246420800000,20.0029,27.95,0.289945652,29.74747253454867,0.39366196677378795,0.392073056217491
2009-07-02,1246507200000,19.8014,29.0,0.286988696,27.3180922962124,0.35793322672126315,0.35637636245802184
2009-07-06,1246852800000,19.3429,30.85,0.284945652,28.812499865229547,0.3687217941870635,0.3672118051139499
2009-07-07,1246939200000,19.6029,31.3,0.286114783,26.429576025588528,0.3428447511552086,0.34130818686482023
2009-07-08,1247025600000,19.48,29.78,0.282314783,25.502023654893215,0.328757161700322,0.3272505098386649
2009-07-09,1247112000000,19.7886,29.02,0.279347826,22.852694369738455,0.29934669231159106,0.29783225645961764
2009-07-10,1247198400000,20.3343,26.31,0.278319565,25.267780900696817,0.34001946916392534,0.3384689985434637
2009-07-13,1247457600000,20.3243,25.02,0.274021739,25.206219522980824,0.3390144799100021,0.33748870155955757
2009-07-14,1247544000000,20.9829,25.89,0.271825652,29.846331860560745,0.41426678330026867,0.41270418656224983
2009-07-15,1247630400000,21.0743,25.42,0.271743478,29.852438787613586,0.4161560220030669,0.41458709312562014
2009-07-16,1247716800000,21.6786,24.34,0.268482609,29.196668984707916,0.41869541978888236,0.4171008682737707
2009-07-17,1247803200000,21.8441,24.4,0.270819565,27.409153139295295,0.3961229322393507,0.3945022225962962
2009-07-20,1248062400000,21.6443,23.87,0.269406522,23.179077713871457,0.33205301238505847,0.3304555054283238
2009-07-21,1248148800000,22.3914,23.47,0.266684783,25.85255250158382,0.3830261269792885,0.381390174238037
2009-07-22,1248235200000,22.5457,23.43,0.266521739,23.825356818981685,0.355492344484853,0.35384612536383386
2009-07-23,1248321600000,22.8551,23.09,0.265434783,23.821366802279368,0.3603072927766675,0.3586452878645243
2009-07-24,1248408000000,22.8714,24.28,0.265434783,23.547122285233414,0.3564233634610101,0.35476017322567444
2009-07-27,1248667200000,22.8571,25.01,0.265434783,23.566659780470182,0.35649533348274787,0.35483318313217893
2009-07-28,1248753600000,22.8614,25.61,0.264673913,21.236690932877966,0.3213938628000985,0.3197361650419239
2009-07-29,1248840000000,23.2557,25.4,0.262721739,21.48935893950048,0.33081028316172656,0.32913643163722384
2009-07-30,1248926400000,23.3414,25.92,0.264895652,18.986856451083312,0.29347175938432635,0.29177783855891626
2009-07-31,1249012800000,23.7757,25.56,0.262151739,19.782877087101504,0.31141873672214615,0.3097111703447446
2009-08-03,1249272000000,23.65,24.89,0.260951739,18.886981849847754,0.2957796720466703,0.29408890820534594
2009-08-04,1249358400000,23.5871,24.9,0.262038696,13.430854608800303,0.21002635802504166,0.20833306732095025
2009-08-05,1249444800000,23.4157,25.67,0.263125652,14.755185348274788,0.22897844027999703,0.2272904815801997
2009-08-06,1249531200000,23.6443,24.76,0.263125652,14.142068134736322,0.2216422752611127,0.21993783755967478
2009-08-07,1249617600000,23.5314,24.99,0.264212609,14.692794319183612,0.22914397318981727,0.2274406670070146
2009-08-10,1249876800000,23.2614,25.99,0.264130435,16.34356225330303,0.2518676752208897,0.25018443648096245
2009-08-11,1249963200000,23.6157,25.45,0.262978261,17.61209999470995,0.27547939966854607,0.27377797720359887
