Datetime,Timestamp,Price,VIX,1-Month-LIBOR,1-Month-VM,54-Calls,54-Calls-P,54-Calls-ROI,54-Puts,54-Puts-P,54-Puts-ROI,51-Calls,51-Calls-P,51-Calls-ROI,51-Puts,51-Puts-P,51-Puts-ROI,51-Straddles,51-Straddles-P,51-Straddles-ROI,57-Calls,57-Calls-P,57-Calls-ROI,57-Puts,57-Puts-P,57-Puts-ROI,57-Straddles,57-Straddles-P,57-Straddles-ROI,54-Strangles,54-Strangles-P,54-Strangles-ROI
2008-09-22,1222056000000,18.7214,33.85,3.17625,48.40678714667064,8.638203366874102,-3.467759366874104,-40.14445156700424,1.6137575097404944e-06,-1.6137575097404944e-06,-100.0,9.198379629594626,-3.4662936295946274,-37.683741802113325,1.960956230841761e-07,-1.960956230841761e-07,-100.0,9.19837982569025,-3.4662938256902507,-37.683743130602224,8.078034322822223,-3.469232322822224,-42.946491487673924,1.0250088039493996e-05,-1.0250088039493996e-05,-100.0,8.078044572910262,-3.469242572910261,-42.94656388186286,8.078034518917846,-3.4692325189178472,-42.946492872657274
2008-09-23,1222142400000,18.12,35.72,3.20688,47.91318912751757,8.360957970413713,-2.290057970413713,-27.38989932155343,1.2346048565955506e-06,-1.2346048565955506e-06,-100.0,8.903125950158461,-2.288625950158462,-25.70586963467284,1.441167636832286e-07,-1.441167636832286e-07,-100.0,8.903126094275224,-2.2886260942752252,-25.705870837287456,7.818795785266367,-2.2914957852663687,-29.307528271609698,8.119690353294177e-06,-8.119690353294177e-06,-100.0,7.81880390495672,-2.2915039049567203,-29.307601684498373,7.818795929383131,-2.2914959293831325,-29.307529574619828
2008-09-24,1222228800000,18.3871,35.19,3.42875,47.74401982864186,8.48600926963779,-3.657943269637791,-43.10557711415184,1.1467193669807436e-06,-1.1467193669807436e-06,-100.0,9.03606891468107,-3.656389914681071,-40.46438721533504,1.3192478126431278e-07,-1.3192478126431278e-07,-100.0,9.036069046605851,-3.656390046605852,-40.46438808454295,7.935955100736718,-3.6595021007367183,-46.112938572409476,7.637656157355184e-06,-7.637656157355184e-06,-100.0,7.935962738392877,-3.659509738392876,-46.112990433898744,7.9359552326615,-3.6595022326615014,-46.112939468210755
2008-09-25,1222315200000,18.8471,32.82,3.70875,48.30102092309912,8.700644031935951,-4.72097803193595,-54.260098615774545,1.5219919290084896e-06,-1.5219919290084896e-06,-100.0,9.264334775883183,-4.719255775883187,-50.94003930177805,1.8315828127996468e-07,-1.8315828127996468e-07,-100.0,9.264334959041463,-4.719255959041465,-50.94004027170607,8.136960176893924,-4.722707176893925,-58.040190368692414,9.749730792966593e-06,-9.749730792966593e-06,-100.0,8.136969926624717,-4.722716926624717,-58.04024064500554,8.136960360052205,-4.7227073600522065,-58.04019131318352
2008-09-26,1222401600000,18.32,34.74,3.70375,48.47627366680555,8.457271259405344,-4.315771259405343,-51.030304303007505,1.606384506339533e-06,-1.606384506339533e-06,-100.0,9.005199312792461,-4.314099312792462,-47.90676100487868,1.9605055667687289e-07,-1.9605055667687289e-07,-100.0,9.005199508843019,-4.314099508843018,-47.90676213899108,7.909350355006692,-4.317450355006693,-54.586662130521354,1.0165706920336149e-05,-1.0165706920336149e-05,-100.0,7.909360520713612,-4.317460520713611,-54.5867204991697,7.909350551057249,-4.31745055105725,-54.58666325619027
2008-09-29,1222660800000,15.0371,46.72,3.72,72.57931304768493,6.9428055818647625,-1.3657395818647642,-19.671292329317115,0.0009502163054601367,-0.0009502163054601367,-100.0,7.391931597271367,-1.363752597271367,-18.449204775850177,0.0003404186875791493,-0.0003404186875791493,-100.0,7.3922720159589455,-1.3640930159589455,-18.45296024028942,6.494480057107857,-1.36852705710786,-21.07215735630877,0.002360504573037339,-0.002360504573037339,-100.0,6.496840561680895,-1.3708875616808944,-21.100834300391263,6.494820475795437,-1.3688674757954375,-21.076294270132063
2008-09-30,1222747200000,16.2371,39.39,3.92625,77.431193425969,7.499383642912487,-2.7288176429124853,-36.38722557541692,0.002068322322410058,-0.002068322322410058,-100.0,7.983683248885759,-2.7260042488857597,-34.144694421164736,0.00082433499513513,-0.00082433499513513,-100.0,7.9845075838808945,-2.726828583880895,-34.15149344194763,7.016454151866823,-2.733001151866824,-38.951314905117286,0.004682424577301407,-0.004682424577301407,-100.0,7.021136576444124,-2.737683576444124,-38.99202852183559,7.017278486861958,-2.73382548686196,-38.95848642718602
2008-10-01,1222833600000,15.5886,39.81,4.0025,77.79338989917788,7.200484348108318,-2.744028348108319,-38.10894122461663,0.002081447904117184,-0.002081447904117184,-100.0,7.665360469638967,-2.7412464696389693,-35.761481544103816,0.0008355083350003491,-0.0008355083350003491,-100.0,7.666195977973968,-2.742081977973968,-35.76848264579127,6.736963767068295,-2.7481657670682966,-40.79234892878468,0.00468292796386173,-0.00468292796386173,-100.0,6.7416466950321565,-2.7528486950321565,-40.83347614553429,6.737799275403296,-2.7490012754032964,-40.7996908640285
2008-10-02,1222920000000,14.3,45.26,4.045,79.92127343044058,6.606133273868654,-0.5510332738686534,-8.341237620020944,0.002502898108588732,-0.002502898108588732,-100.0,7.032252533698486,-0.5481525336984863,-7.794835738218224,0.001046067702870232,-0.001046067702870232,-100.0,7.0332986014013565,-0.5491986014013559,-7.8085494804945474,6.181490643993388,-0.5553906439933876,-8.984736465355098,0.005436358468877356,-0.005436358468877356,-100.0,6.186927002462264,-0.5608270024622639,-9.064710190358909,6.182536711696258,-0.556436711696259,-9.000135990192826
2008-10-03,1223006400000,13.8671,45.14,4.11,79.93677943443325,6.4065490383289685,-1.003383038328968,-15.661833419614036,0.002429846099758222,-0.002429846099758222,-100.0,6.8197450091692575,-1.0005660091692563,-14.671604404915133,0.0010157720638928648,-0.0010157720638928648,-100.0,6.820760781233151,-1.00158178123315,-14.684311814437661,5.994785781789037,-1.007632781789038,-16.808486882884537,0.005276634435984251,-0.005276634435984251,-100.0,6.000062416225022,-1.0129094162250205,-16.881647988960406,5.99580155385293,-1.0086485538529306,-16.822580680722634
2008-10-06,1223265600000,14.02,52.05,4.0925,79.82219301317146,6.4770457919679165,-1.4564457919679141,-22.486266713970586,0.0024226841860244468,-0.0024226841860244468,-100.0,6.8948213853362725,-1.4536213853362732,-21.082799743410284,0.0010106724311559343,-0.0010106724311559343,-100.0,6.895832057767429,-1.4546320577674283,-21.094366068978413,6.0607061394862445,-1.4607061394862448,-24.101253317159944,0.00527063682758519,-0.00527063682758519,-100.0,6.065976776313829,-1.4659767763138278,-24.16720060713243,6.0617168119174005,-1.4617168119174009,-24.11390794508331
2008-10-07,1223352000000,12.7371,53.68,4.14,82.83308296373534,5.885567448674594,0.08069855132540571,1.3711260983608076,0.003137063151199437,-0.003137063151199437,-100.0,6.264624238909508,0.08375476109049274,1.3369478822096448,0.0013788748040794545,-0.0013788748040794545,-100.0,6.266003113713587,0.08237588628641301,1.3146480266843086,5.508136115285592,0.07601688471440847,1.38008362762595,0.006520708344230769,-0.006520708344230769,-100.0,5.514656823629823,0.06949617637017891,1.2602085423048242,5.509514990089672,0.07463800991032787,1.3547110779185498
2008-10-08,1223438400000,12.8271,57.53,4.29375,82.85546979117929,5.928029385624014,-0.5275633856240143,-8.8994731858685,0.003161618735805317,-0.003161618735805317,-100.0,6.309715138662933,-0.5244361386629341,-8.311566007939707,0.0013900254907355384,-0.0013900254907355384,-100.0,6.311105164153669,-0.5258261641536688,-8.331760452040939,5.547980738003068,-0.5323277380030689,-9.59498172653487,0.006570317398848155,-0.006570317398848155,-100.0,5.554551055401917,-0.5388980554019165,-9.701919201513627,5.549370763493804,-0.5337177634938044,-9.617626686701744
2008-10-09,1223524800000,12.6771,63.92,4.5125,82.49592851771139,5.859801385244201,-1.2068353852442009,-20.595158536997193,0.002992611179493502,-0.002992611179493502,-100.0,6.237021550778973,-1.2037425507789736,-19.299958176810087,0.0013077086067505225,-0.0013077086067505225,-100.0,6.238329259385724,-1.2050502593857235,-19.31687490801636,5.484156100797869,-1.2115031007978692,-22.090966750957584,0.006252394840680131,-0.006252394840680131,-100.0,5.490408495638549,-1.2177554956385483,-22.179688389414096,5.48546380940462,-1.2128108094046208,-22.109539895702213
2008-10-10,1223611200000,13.8286,69.95,4.5875,88.30224487529007,6.3952411771878985,-2.0655851771878977,-32.298784673765375,0.0059818373484021295,-0.0059818373484021295,-100.0,6.805409301723911,-2.0608953017239093,-30.28319400571328,0.0028532585421640194,-0.0028532585421640194,-100.0,6.8082625602660745,-2.063748560266074,-30.312411455903373,5.98753986981455,-2.07274186981455,-34.61758777196665,0.011577233317303457,-0.011577233317303457,-100.0,5.999117103131852,-2.0843191031318518,-34.74376424563756,5.990393128356714,-2.0755951283567144,-34.64872978922658
2008-10-13,1223870400000,15.7514,54.99,4.56,98.35028966577144,7.29331698719391,-2.5204729871939087,-34.55866503018479,0.01585354578371545,-0.01585354578371545,-100.0,7.756744708203888,-2.5113587082038857,-32.3764517549193,0.008507013538703841,-0.008507013538703841,-100.0,7.765251721742593,-2.5198657217425917,-32.45053492196531,6.83436812335294,-2.53406612335294,-37.07827962462355,0.027678935197734702,-0.027678935197734702,-100.0,6.862047058550675,-2.5617450585506734,-37.332082346455614,6.842875136891644,-2.5425731368916438,-37.156503458378175
2008-10-14,1223956800000,14.8686,55.13,4.46875,99.14214867594228,6.884858774796716,-1.9425027747967176,-28.21412665583794,0.015866627902054425,-0.015866627902054425,-100.0,7.321996286123473,-1.9335822861234733,-26.407856690503483,0.008581480722959903,-0.008581480722959903,-100.0,7.330577766846432,-1.9421637668464344,-26.494006729321427,6.4520803607017605,-1.9557823607017628,-30.312430276194547,0.02751087231295216,-0.02751087231295216,-100.0,6.4795912330147125,-1.9832932330147133,-30.608307865308976,6.46066184142472,-1.9643638414247224,-30.40499394086127
2008-10-15,1224043200000,13.9929,69.25,4.35875,99.78998589861595,6.479411596136737,-0.4641775961367376,-7.1638850110015735,0.015655804816376573,-0.015655804816376573,-100.0,6.8905628837481165,-0.4555418837481167,-6.611098272138909,0.008521303056664042,-0.008521303056664042,-100.0,6.899084186804781,-0.4640631868047809,-6.726446209952768,6.0724648972256325,-0.4770178972256325,-7.855424531866308,0.02699489527636209,-0.02699489527636209,-100.0,6.099459792501994,-0.5040127925019933,-8.263236575828751,6.080986200282297,-0.4855392002822976,-7.98454698449665
2008-10-16,1224129600000,14.5557,67.61,4.2775,100.998369426093,6.740942713729926,-1.362420713729926,-20.211130276407076,0.017735138038791058,-0.017735138038791058,-100.0,7.168110315303617,-1.3529173153036185,-18.874114038328848,0.009764271595323393,-0.009764271595323393,-100.0,7.177874586898942,-1.3626815868989413,-18.984471940845946,6.318343829468766,-1.3764928294687664,-21.785658815349702,0.030274721794791407,-0.030274721794791407,-100.0,6.348618551263558,-1.4067675512635558,-22.158640338905997,6.32810810106409,-1.38625710106409,-21.906343553628403
2008-10-17,1224216000000,13.9143,70.33,4.18125,101.3242093204196,6.443707076042213,-1.2531290760422111,-19.447331501168986,0.01735140934867871,-0.01735140934867871,-100.0,6.8519348226929555,-1.2439278226929569,-18.15440244079944,0.009582248593508952,-0.009582248593508952,-100.0,6.861517071286466,-1.2535100712864655,-18.268701487781122,6.03989911820589,-1.2667501182058905,-20.97303437382858,0.029540358918273613,-0.029540358918273613,-100.0,6.0694394771241615,-1.2962904771241632,-21.357663784438536,6.049481366799399,-1.2763323667994007,-21.09821139055215
2008-10-20,1224475200000,14.0629,52.97,3.75125,101.62989633685926,6.510281690260861,-0.89424769026086,-13.735929300856847,0.017969886617804604,-0.017969886617804604,-100.0,6.9228536422272935,-0.8849326422272936,-12.782772653598725,0.009953605453298528,-0.009953605453298528,-100.0,6.932807247680593,-0.8948862476805921,-12.9079926169876,6.102236226209643,-0.9080892262096416,-14.881253241382534,0.03051265569752953,-0.03051265569752953,-100.0,6.132748881907173,-0.9386018819071706,-15.304749957661445,6.112189831662941,-0.9180428316629419,-15.019867787927822
2008-10-21,1224561600000,13.07,53.11,3.5275,102.76209177681874,6.050683199867545,0.5915168001324531,9.7760332278742,0.0180500493611824,-0.0180500493611824,-100.0,6.433699091096523,0.6006009089034771,9.335234682247377,0.010101115618290343,-0.010101115618290343,-100.0,6.443800206714814,0.5904997932851854,9.163843917287355,5.672042476504951,0.5780575234950476,10.191346871775194,0.03037415097045615,-0.03037415097045615,-100.0,5.702416627475407,0.5476833725245926,9.604408241336529,5.682143592123242,0.567956407876756,9.995460316491725
2008-10-22,1224648000000,13.8386,69.65,3.275,104.89451094538649,6.407816460195752,-0.8220604601957522,-12.829026319687053,0.0219722506893176,-0.0219722506893176,-100.0,6.8124105099028025,-0.8114965099028026,-11.91203185308897,0.01252431203561459,-0.01252431203561459,-100.0,6.8249348219384185,-0.8240208219384159,-12.073680459037375,6.008184644175885,-0.837586644175885,-13.940760708607895,0.03638242303020338,-0.03638242303020338,-100.0,6.0445670672060885,-0.8739690672060876,-14.458753745122268,6.020708956211499,-0.8501109562114992,-14.119781613666095
2008-10-23,1224734400000,14.0329,67.8,3.25875,105.04283539930077,6.497895393563367,-0.6470613935633684,-9.958014932101387,0.022492075298463667,-0.022492075298463667,-100.0,6.908100757582103,-0.6362797575821046,-9.210632269422895,0.01283651255413755,-0.01283651255413755,-100.0,6.920937270136241,-0.6491162701362416,-9.379022591884633,6.092745078620817,-0.6628980786208185,-10.88012168680583,0.037202687118973454,-0.037202687118973454,-100.0,6.129947765739791,-0.7001007657397906,-11.420990724466625,6.105581591174955,-0.6757345911749564,-11.067489330609673
2008-10-24,1224820800000,13.7686,79.13,3.24,105.00949679354812,6.375354897957113,0.4353011020428879,6.827872471576033,0.022025613883790342,-0.022025613883790342,-100.0,6.777855691303903,0.44585830869609655,6.578161722565737,0.012566923012434186,-0.012566923012434186,-100.0,6.790422614316339,0.4332913856836624,6.3809192784282445,5.977809508580424,0.41978849141957575,7.022446781166581,0.03643970872525072,-0.03643970872525072,-100.0,6.014249217305673,0.3833487826943261,6.374008938493285,5.990376431592858,0.40722156840714074,6.797929530095647
2008-10-27,1225080000000,13.1557,80.06,3.21875,104.5729606439088,6.090868743339065,1.099353256660935,18.049202880347416,0.02047740292566597,-0.02047740292566597,-100.0,6.4756607855444885,1.109232214455511,17.12925137974539,0.011641186265168009,-0.011641186265168009,-100.0,6.487301971809656,1.0975910281903438,16.919067941647967,5.710749570424483,1.0848014295755153,18.99578008452017,0.03398648887700756,-0.03398648887700756,-100.0,5.74473605930149,1.05081494069851,18.29178799254147,5.72239075668965,1.0731602433103493,18.753704333381847
2008-10-28,1225166400000,14.2729,66.96,3.1175,108.15840879690857,6.612912124294398,-0.2902781242943959,-4.389565728961942,0.02765459854383701,-0.02765459854383701,-100.0,7.02852849630778,-0.2777074963077819,-3.951147049537708,0.01617972198780962,-0.01617972198780962,-100.0,7.04470821829559,-0.2938872182955903,-4.171744367386928,6.202921630430126,-0.30847463043012624,-4.9730538093020495,0.044755353248982055,-0.044755353248982055,-100.0,6.247676983679107,-0.35322998367910863,-5.6537811510079035,6.219101352417935,-0.3246543524179373,-5.220277561350795
2008-10-29,1225252800000,14.9357,69.96,2.85,106.69114556298284,6.915869886540457,-1.4097478865404582,-20.384245361296983,0.026577359444121318,-0.026577359444121318,-100.0,7.3516899134989595,-1.3974969134989612,-19.00919285146831,0.015374749019087782,-0.015374749019087782,-100.0,7.367064662518048,-1.4128716625180484,-19.178217203744914,6.485710358227058,-1.427659358227059,-22.01238228925976,0.04344046851425898,-0.04344046851425898,-100.0,6.529150826741318,-1.471099826741316,-22.531258134153692,6.501085107246146,-1.443034107246147,-22.1968191992708
2008-10-30,1225339200000,15.8629,62.9,2.58125,107.3014398652007,7.34442698233255,-1.8717929823325488,-25.485895452909485,0.029338904513896924,-0.029338904513896924,-100.0,7.8070223218662385,-1.858501321866238,-23.805507980435358,0.01705580392640038,-0.01705580392640038,-100.0,7.8240781257926395,-1.875557125792637,-23.97160528867584,6.887957376607343,-1.8912103766073416,-27.456766544900656,0.0477477389098766,-0.0477477389098766,-100.0,6.935705115517219,-1.9389581155172184,-27.956178690169462,6.905013180533743,-1.9082661805337437,-27.635952758402105
2008-10-31,1225425600000,15.37,59.89,2.3575,106.2003791270882,7.11291543802937,-1.877015438029369,-26.38883386682572,0.02664872536117699,-0.02664872536117699,-100.0,7.561833074686969,-1.8648330746869688,-24.66112457479981,0.015358957167009748,-0.015358957167009748,-100.0,7.577192031853977,-1.8801920318539769,-24.81383636510443,6.669757958586517,-1.8949579585865184,-28.41119528403554,0.043698650770095104,-0.043698650770095104,-100.0,6.713456609356612,-1.938656609356612,-28.877174936301614,6.685116915753527,-1.910316915753528,-28.575669503279023
2008-11-03,1225688400000,15.28,53.68,2.1775,104.47746708301136,7.067390126882078,-1.6856901268820774,-23.8516637205332,0.023835946393517767,-0.023835946393517767,-100.0,7.514680250140711,-1.6745802501407114,-22.284118477420982,0.013545746345959356,-0.013545746345959356,-100.0,7.52822599648667,-1.6881259964866704,-22.42395482381238,6.625545725533838,-1.7022457255338406,-25.69215874510753,0.03957186835147058,-0.03957186835147058,-100.0,6.6651175938853084,-1.7418175938853082,-26.1333362742659,6.639091471879797,-1.7157914718797977,-25.843769123337403
2008-11-04,1225774800000,15.8557,47.73,1.95625,104.92691348828123,7.3328667773142095,-3.1578447773142098,-43.06425949375867,0.02548907319054328,-0.02548907319054328,-100.0,7.796825605852523,-3.1461326058525225,-40.35145538577835,0.014541107513503125,-0.014541107513503125,-100.0,7.811366713366025,-3.1606737133660268,-40.462493048211385,6.874644310948131,-3.1752933109481334,-46.18847415700269,0.042173401039818426,-0.042173401039818426,-100.0,6.9168177119879495,-3.217466711987949,-46.516575193409615,6.889185418461635,-3.1898344184616363,-46.30205495577924
2008-11-05,1225861200000,14.7571,54.56,1.7675,106.53918393385577,6.826070768535963,-2.019204768535963,-29.580776950676647,0.02623653166719464,-0.02623653166719464,-100.0,7.257070676955178,-2.0074916769551767,-27.66256202147741,0.015166119912451426,-0.015166119912451426,-100.0,7.272236796867629,-2.0226577968676285,-27.813420455984712,6.4006747309841385,-2.0365217309841377,-31.81729765341491,0.042910814289325694,-0.042910814289325694,-100.0,6.443585545273463,-2.0794325452734626,-32.27135778151933,6.41584085089659,-2.05168785089659,-31.978471701178098
2008-11-06,1225947600000,14.1571,63.68,1.6225,106.53727758327169,6.547648975611414,-1.3353829756114122,-20.394846769969295,0.02519491293018936,-0.02519491293018936,-100.0,6.961165727773832,-1.3241867277738315,-19.02248530717432,0.01456466857490016,-0.01456466857490016,-100.0,6.975730396348733,-1.338751396348731,-19.19155873698138,6.1395125047869685,-1.3519595047869677,-22.02063280647848,0.04120543862345594,-0.04120543862345594,-100.0,6.180717943410425,-1.393164943410424,-22.540503484643683,6.154077173361869,-1.366524173361868,-22.205184219608327
2008-11-07,1226034000000,14.0343,56.1,1.53875,106.38763555955411,6.490123815389527,-1.8200458153895267,-28.04331422882555,0.024767119856484082,-0.024767119856484082,-100.0,6.900154361127656,-1.8090473611276567,-26.21749118134241,0.014300815346450975,-0.014300815346450975,-100.0,6.914455176474108,-1.8233481764741084,-26.37009178507524,6.0854067093728474,-1.8363577093728485,-30.17641707569781,0.04054686408796937,-0.04054686408796937,-100.0,6.1259535734608175,-1.8769045734608167,-30.638569994915454,6.099707524719299,-1.8506585247193001,-30.34011905028947
2008-11-10,1226293200000,13.6971,59.98,1.4775,90.34166811690548,6.317033552773062,-1.3734675527730644,-21.742286807549675,0.007390896563726491,-0.007390896563726491,-100.0,6.723685468912513,-1.3692064689125143,-20.36392801601365,0.003628515825917111,-0.003628515825917111,-100.0,6.72731398473843,-1.3728349847384305,-20.406881377215946,5.913175088196336,-1.3805220881963374,-23.34654508966063,0.013946728864257936,-0.013946728864257936,-100.0,5.927121817060593,-1.394468817060594,-23.526913400813914,5.916803604022253,-1.3841506040222544,-23.393553287476138
2008-11-11,1226379600000,13.5386,61.44,1.40875,87.1245669767532,6.241615010021893,-1.4038590100218924,-22.49191928319476,0.00539885286149791,-0.00539885286149791,-100.0,6.644442608735808,-1.4005286087358089,-21.07819558700768,0.002538460306549882,-0.002538460306549882,-100.0,6.646981069042357,-1.4030670690423586,-21.108335565705183,5.841107811751777,-1.4095098117517786,-24.130864506831607,0.01057964586025123,-0.01057964586025123,-100.0,5.851687457612027,-1.4200894576120282,-24.26803324508965,5.843646272058327,-1.4120482720583274,-24.163821804377577
