Datetime,Timestamp,Price,VIX,1-Month-LIBOR,1-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Straddles,100-Straddles-P,100-Straddles-ROI,98-Calls,98-Calls-P,98-Calls-ROI,98-Puts,98-Puts-P,98-Puts-ROI,102-Calls,102-Calls-P,102-Calls-ROI,102-Puts,102-Puts-P,102-Puts-ROI,100-Butterfly-Spreads,100-Butterfly-Spreads-P,100-Butterfly-Spreads-ROI,105-Calls,105-Calls-P,105-Calls-ROI,105-Puts,105-Puts-P,105-Puts-ROI,103-Calls,103-Calls-P,103-Calls-ROI,103-Puts,103-Puts-P,103-Puts-ROI,107-Calls,107-Calls-P,107-Calls-ROI,107-Puts,107-Puts-P,107-Puts-ROI,105-Butterfly-Spreads,105-Butterfly-Spreads-P,105-Butterfly-Spreads-ROI,95-Calls,95-Calls-P,95-Calls-ROI,95-Puts,95-Puts-P,95-Puts-ROI,100-Bear-Spreads,100-Bear-Spreads-P,100-Bear-Spreads-ROI,100-Bull-Spreads,100-Bull-Spreads-P,100-Bull-Spreads-ROI
2008-09-12,1221192000000,21.2771,25.66,2.48813,32.41375225652616,0.8096338056753449,-0.8096338056753449,-100.0,0.7661657821044017,6.7423342178956,880.00983277753,1.5757995877797466,5.932700412220255,376.4882576584024,1.036136330525343,-1.036136330525343,-100.0,0.567995667425814,6.514962332574187,1147.0091597881965,0.6194465837627856,-0.6194465837627856,-100.0,1.0006511997204175,6.933390800279584,692.887871639666,0.03631530293743879,-0.03631530293743879,-100.0,0.3982287747118969,-0.3982287747118969,-100.0,1.416442349962402,7.1559126500376,505.20324037385245,0.5375043171724965,-0.5375043171724965,-100.0,1.131045252894422,7.01576774710558,620.2906319753123,0.28875843722840155,-0.28875843722840155,-100.0,1.7316446520074855,7.266252347992518,419.6156722783044,0.029805204977104264,-0.029805204977104264,-100.0,1.443639739633344,-1.443639739633344,-100.0,0.3384901172409425,6.106154882759059,1803.938895625896,0.4276756648634592,4.572324335136541,1069.1102418923726,0.41140503096344805,-0.41140503096344805,-99.99999999999999
2008-09-15,1221451200000,20.0514,31.7,2.49688,36.27053636037893,0.8512963848285118,-0.8512963848285118,-100.0,0.8101884933143246,6.085511506685678,751.1229247148433,1.6614848781428364,5.234215121857165,315.0323659706029,1.0616834911522697,-1.0616834911522697,-100.0,0.6203697574683664,5.874302242531635,946.9033865389827,0.6715103469796837,-0.6715103469796837,-100.0,1.0306082976352149,6.2661197023647865,608.0020621552076,0.030601068474929823,-0.030601068474929823,-100.0,0.4561002047781457,-0.4561002047781457,-100.0,1.4155069186882514,6.482763081311753,457.98173048276743,0.5927217793975732,-0.5927217793975732,-100.0,1.1519226511379603,6.34531934886204,550.8459567657283,0.3452280588428964,-0.3452280588428964,-100.0,1.7048406149227182,6.594457385077282,386.8078533180778,0.02574942868417817,-0.02574942868417817,-100.0,1.4348151594781733,-1.4348151594781733,-100.0,0.3931926625396969,5.499937337460307,1398.7894132955826,0.4169958307746277,4.583004169225372,1099.0527556862633,0.39519618005036605,-0.39519618005036605,-100.0
2008-09-16,1221537600000,19.9829,30.3,2.7475,35.84523115366489,0.8406965014716691,-0.8406965014716691,-100.0,0.7956216470634399,4.914378352936562,617.6778084250273,1.6363181485351088,4.073681851464892,248.95414471273813,1.0509547346892845,-1.0509547346892845,-100.0,0.6071233773692253,4.703218622630779,774.6726279937808,0.6612906431824914,-0.6612906431824914,-100.0,1.0149722916861013,5.094685708313903,501.95318138689913,0.03085237492843773,-0.03085237492843773,-100.0,0.4468933974771448,-0.4468933974771448,-100.0,1.3987098003485077,5.310435199651495,379.6666898543448,0.5827848329292316,-0.5827848329292316,-100.0,1.1358447328887582,5.1736422671112425,455.4885115286207,0.3369261872363785,-0.3369261872363785,-100.0,1.6874990930195748,5.421303906980427,321.262626415974,0.025924225211320432,-0.025924225211320432,-100.0,1.4242947692063317,-1.4242947692063317,-100.0,0.3823286575185172,4.328526342481485,1132.1480243138308,0.41329298954492266,4.586707010455077,1109.7955025817168,0.3938031039945243,-0.3938031039945243,-100.0
2008-09-17,1221624000000,18.2614,36.22,3.03,40.855492461576816,0.8746688748181679,-0.8746688748181679,-100.0,0.8292470670931618,2.496452932906836,301.05055923295436,1.7039159419113297,1.6217840580886682,95.17981598725274,1.0638877865019565,-1.0638877865019565,-100.0,0.6541464149314455,2.3063255850685502,352.57023999898445,0.7101926058533934,-0.7101926058533934,-100.0,1.0290903619738856,2.6618376380261144,258.65927195358,0.02474264271901405,-0.02474264271901405,-100.0,0.507585351866374,-0.507585351866374,-100.0,1.3729624537551182,2.8658075462448807,208.73167641305562,0.6369529985576969,-0.6369529985576969,-100.0,1.1380105366009357,2.7355314633990613,240.37839505156762,0.39951177315128295,-0.39951177315128295,-100.0,1.629208438885522,2.9747895611144752,182.59109700839832,0.0212940679762319,-0.0212940679762319,-100.0,1.3945326206912068,-1.3945326206912068,-100.0,0.4383119033524512,1.9743180966475489,450.4367966160341,0.3909351637407106,4.6090648362592885,1178.9844618112354,0.3670835229517939,-0.3670835229517939,-100.00000000000001
2008-09-18,1221710400000,19.1557,33.1,3.1875,43.11257566459196,0.9679883540440972,-0.9679883540440972,-100.0,0.9178687260594972,2.3749312739405024,258.74411084211584,1.8858570801035943,1.4069429198964052,74.6049599802716,1.1652622864913926,-1.1652622864913926,-100.0,0.7330310510664804,2.1766549489335203,296.93898311220573,0.7953097305111552,-0.7953097305111552,-100.0,1.1273017099668596,2.548612290033139,226.08076147671798,0.02459530891435336,-0.02459530891435336,-100.0,0.580215811794786,-0.580215811794786,-100.0,1.4853752024109532,2.765209797589048,186.1623779029541,0.7179218893376076,-0.7179218893376076,-100.0,1.2409696725134671,2.6265013274865314,211.64911485441868,0.4638517661243311,-0.4638517661243311,-100.0,1.751122764180808,2.882576235819192,164.61302969627542,0.021342031872366718,-0.021342031872366718,-100.0,1.5078260626118531,-1.5078260626118531,-100.0,0.5024274160264852,1.8325875839735168,364.7467326657415,0.41544131003301205,4.584558689966989,1103.5394360764674,0.38777254224931124,-0.38777254224931124,-100.00000000000001
2008-09-19,1221796800000,20.13,32.07,3.19,46.1053935790606,1.0859015791049558,-1.0859015791049558,-100.0,1.0331915045631366,3.726808495436863,360.7083951984938,2.1190930836680923,2.6409069163319074,124.6243941186656,1.2914604450650715,-1.2914604450650715,-100.0,0.837204572014091,3.520195427985909,420.4701629277128,0.9045119359360942,-0.9045119359360942,-100.0,1.2533476599034348,3.9092523400965646,311.90486607664434,0.02416922279125444,-0.02416922279125444,-100.0,0.6756670925029491,-0.6756670925029491,-100.0,1.626821514234038,4.1396784857659625,254.46420824567608,0.8226191113867092,-0.8226191113867092,-100.0,1.3722277346086305,3.9916722653913688,290.88992772251635,0.5498685811998731,-0.5498685811998731,-100.0,1.9025688014401239,4.266531198559875,224.25108597020943,0.021153507580684128,-0.021153507580684128,-100.0,1.6457803586410442,-1.6457803586410442,-100.0,0.5892057878263168,3.1642942121736835,537.0439798032736,0.44398571673681975,4.556014283263179,1026.1623542191194,0.4102344866020067,-0.4102344866020067,-100.00000000000001
2008-09-22,1222056000000,18.7214,33.85,3.17625,48.40678714667064,1.0589056641515882,-1.0589056641515882,-100.0,1.0100950102319644,2.4313049897680354,240.70062371753482,2.0690006743835525,1.3723993256164473,66.3315069254555,1.2489009103142923,-1.2489009103142923,-100.0,0.8266384694730631,2.240333530526935,271.01733263817556,0.8903193124512858,-0.8903193124512858,-100.0,1.2149604454532756,2.600867554546726,214.07014230627053,0.021408894462402017,-0.021408894462402017,-100.0,0.6757844222496779,-0.6757844222496779,-100.0,1.560603235634078,2.8168667643659218,180.4985854217726,0.8138259932248975,-0.8138259932248975,-100.0,1.3251930196876884,2.6778489803123104,202.0723728942827,0.5565843693912579,-0.5565843693912579,-100.0,1.8148549696972616,2.9370430303027373,161.83348418153048,0.018841518116799568,-0.018841518116799568,-100.0,1.57470325514646,-1.57470325514646,-100.0,0.5922631339228248,1.9130668660771777,323.00961456204044,0.4178318763091395,4.5821681236908605,1096.6535545748238,0.3831212419019102,-0.3831212419019102,-100.0
2008-09-23,1222142400000,18.12,35.72,3.20688,47.91318912751757,1.0149181739935944,-1.0149181739935944,-100.0,0.9672205150883056,1.2970794849116951,134.10380204696898,1.9821386890819,0.2821613109181005,14.235195169354865,1.1990692420781777,-1.1990692420781777,-100.0,0.7899255363509949,1.1119744636490043,140.7695298452677,0.8517015854528323,-0.8517015854528323,-100.0,1.165449973369439,1.4612500266305624,125.38075936506607,0.0209344795438211,-0.0209344795438211,-100.0,0.6443640797564063,-0.6443640797564063,-100.0,1.5002815379058525,1.6700184620941505,111.31367146097277,0.7777198391508788,-0.7777198391508788,-100.0,1.2721912504784323,1.5357087495215698,120.7136701297102,0.5294127757247677,-0.5294127757247677,-100.0,1.7467762806961091,1.7859237193038917,102.2411249248348,0.018404455362833968,-0.018404455362833968,-100.0,1.5151841395042904,-1.5151841395042904,-100.0,0.5638713635442674,0.7944286364557342,140.88827484734762,0.4033491515440383,4.596650848455962,1139.620805165892,0.3705540942371881,-0.3705540942371881,-100.00000000000001
2008-09-24,1222228800000,18.3871,35.19,3.42875,47.74401982864186,1.0279420233882188,-1.0279420233882188,-100.0,0.9761973513170634,2.6538026486829374,271.85103965939743,2.0041393747052823,1.6258606252947183,81.12512761413157,1.2150514771600207,-1.2150514771600207,-100.0,0.7965996985302857,2.4656583014697158,309.5228765487631,0.862148428058763,-0.862148428058763,-100.0,1.1771108625461846,2.8206311374538164,239.62323577174084,0.02131585844234607,-0.02131585844234607,-100.0,0.6516337565936077,-0.6516337565936077,-100.0,1.5166568509188938,3.0326981490811065,199.95941384128463,0.7870181430763665,-0.7870181430763665,-100.0,1.2853341308430741,2.8962788691569266,225.3327597593013,0.5349906118785768,-0.5349906118785768,-100.0,1.7667208127624383,3.150376187237562,178.31771519754986,0.01874124176772796,-0.01874124176772796,-100.0,1.5363157576380342,-1.5363157576380342,-100.0,0.5678033191704364,2.142841680829565,377.3915383165192,0.4083940321466271,4.591605967853373,1124.3078023737705,0.37630826679461116,-0.37630826679461116,-100.0
2008-09-25,1222315200000,18.8471,32.82,3.70875,48.30102092309912,1.06769702684414,-1.06769702684414,-100.0,1.0103331195404068,3.679666880459593,364.2033314847134,2.0780301463845468,2.6119698536154545,125.69451209164991,1.2594101910507582,-1.2594101910507582,-100.0,0.8262515618930983,3.486806438106904,422.00300718560476,0.8975775596068978,-0.8975775596068978,-100.0,1.2160083741570895,3.850933625842911,316.6864396400472,0.021593696969376186,-0.021593696969376186,-100.0,0.6810922891251483,-0.6810922891251483,-100.0,1.5632151864562296,4.0691398135437735,260.3058010694237,0.8203878454191651,-0.8203878454191651,-100.0,1.3267160208963171,3.928696979103684,296.1219218902243,0.5608174703379261,-0.5608174703379261,-100.0,1.8187350895229293,4.1905619104770695,230.41079124812458,0.01902073750679456,-0.01902073750679456,-100.0,1.5881161579075955,-1.5881161579075955,-100.0,0.5912654459690474,3.1563795540309547,533.8346043303519,0.4190676735713593,4.5809323264286395,1093.1247183513888,0.3866047377189916,-0.3866047377189916,-100.0
2008-09-26,1222401600000,18.32,34.74,3.70375,48.47627366680555,1.0414572753632854,-1.0414572753632854,-100.0,0.9857727327321052,3.2999272672678948,334.7553810016662,2.0272300080953904,2.25846999190461,111.40669696511014,1.2277188454074874,-1.2277188454074874,-100.0,0.8067479936289317,3.112552006371069,385.81465723516953,0.8761095989594141,-0.8761095989594141,-100.0,1.1857113654756122,3.4663886345243906,292.3467494244652,0.0209138936403308,-0.0209138936403308,-100.0,0.6655665902346257,-0.6655665902346257,-100.0,1.523097820471886,3.6786021795281134,241.52107173184783,0.8010581940672479,-0.8010581940672479,-100.0,1.29330311515713,3.5419968848428685,273.8721374232933,0.5485038461888827,-0.5485038461888827,-100.0,1.7713213855735201,3.7967786144264792,214.34724637489512,0.018428859786879137,-0.018428859786879137,-100.0,1.5469581958094452,-1.5469581958094452,-100.0,0.5780578803098226,2.7916421196901773,482.93470511879127,0.40771485242228256,4.5922851475777176,1126.34727930425,0.37589068512865964,-0.37589068512865964,-100.0
2008-09-29,1222660800000,15.0371,46.72,3.72,72.57931304768493,1.2671857124726014,-1.2671857124726014,-100.0,1.2212794799553714,0.1187205200446284,9.720995234355918,2.4884651924279733,-1.148465192427973,-46.1515473844111,1.4122012998082107,-1.4122012998082107,-100.0,1.066471191941326,-0.027213191941325654,-2.5517043636020547,1.1336137012196534,-1.1336137012196534,-100.0,1.387531344052083,0.2532106559479184,18.24900439426857,0.011443576082661444,-0.011443576082661444,-100.0,0.9538849962099204,-0.9538849962099204,-100.0,1.6575384520668308,0.43431654793316987,26.20250211339643,1.0710069410945753,-1.0710069410945753,-100.0,1.4748365216018282,0.3162764783981711,21.444849904765135,0.8471487406164497,-0.8471487406164497,-100.0,1.8506260718230128,0.5419709281769869,29.285815023836907,0.01038568929118422,-0.01038568929118422,-100.0,1.6517636343738251,-1.6517636343738251,-100.0,0.8562977134824568,-0.26815271348245595,-31.315360214137684,0.3649817664729147,4.635018233527085,1269.931448444302,0.31330071626268097,-0.31330071626268097,-100.0
2008-09-30,1222747200000,16.2371,39.39,3.92625,77.431193425969,1.4590149279300366,-1.4590149279300366,-100.0,1.4067013712817564,1.2917986287182446,91.83176010848592,2.865716299211793,-0.16721629921179204,-5.835061176774004,1.6142682700322384,-1.6142682700322384,-100.0,1.2382589845169214,1.135499015483079,91.70125391224748,1.3153355818264787,-1.3153355818264787,-100.0,1.5867177540452335,1.436524245954768,90.53432737438294,0.011573995998643838,-0.011573995998643838,-100.0,1.1206947399522358,-1.1206947399522358,-100.0,1.8776205054715387,1.6327344945284636,86.95764078899558,1.247723856249337,-1.247723856249337,-100.0,1.6809538929016057,1.504659107098396,89.5122176433468,1.0042018013300842,-1.0042018013300842,-100.0,2.084823295716424,1.750273704283579,83.95309606717144,0.01053617767494952,-0.01053617767494952,-100.0,1.8694601565556184,-1.8694601565556184,-100.0,1.0079072777397498,0.8787377222602517,87.18438111002004,0.3987940935420067,4.601205906457993,1153.77985305425,0.33832018797780083,-0.33832018797780083,-99.99999999999999
2008-10-01,1222833600000,15.5886,39.81,4.0025,77.79338989917788,1.4075988570535802,-1.4075988570535802,-100.0,1.3564008937124628,1.3578991062875367,100.11045499763516,2.763999750766043,-0.049699750766043486,-1.7981098135869655,1.5565781239992342,-1.5565781239992342,-100.0,1.1946321199249388,1.2078958800750614,101.11027988691248,1.269678641403286,-1.269678641403286,-100.0,1.5292287187953466,1.4968432812046544,97.88223715702878,0.011059051295359446,-0.011059051295359446,-100.0,1.0827489341664451,-1.0827489341664451,-100.0,1.808421072658272,1.6853089273417297,93.19228540421871,1.2047585088564068,-1.2047585088564068,-100.0,1.6196826066150545,1.5622753933849456,96.45565044684385,0.9708093234180232,-0.9708093234180232,-100.0,2.0072295026430247,1.7982724973569741,89.58978009186764,0.010069963941539584,-0.010069963941539584,-100.0,1.8013671045797843,-1.8013671045797843,-100.0,0.9732990394057222,0.9615709605942779,98.79501794036443,0.3831018543067406,4.616898145693258,1205.1359432984152,0.3248499228871351,-0.3248499228871351,-100.00000000000001
2008-10-02,1222920000000,14.3,45.26,4.045,79.92127343044058,1.325991809510521,-1.325991809510521,-100.0,1.2785281506955863,-0.7556281506955864,-59.10140893530463,2.604519960206108,-2.0816199602061074,-79.9233636912262,1.4621411725089195,-1.4621411725089195,-100.0,1.1296267868702872,-0.8927267868702868,-79.02847181445219,1.1997140281281211,-1.1997140281281211,-100.0,1.437301096136892,-0.6284010961368907,-43.72090843219118,0.009871581615998435,-0.009871581615998435,-100.0,1.0281098344155462,-1.0281098344155462,-100.0,1.6932729926598666,-0.4553729926598651,-26.893064180073253,1.1401816111240652,-1.1401816111240652,-100.0,1.520294042544684,-0.5683940425446838,-37.38711240315722,0.9250367208279782,-0.9250367208279782,-100.0,1.875250605896,-0.3513506058960001,-18.736194767318786,0.0089986631209511,-0.0089986631209511,-100.0,1.685403436075288,-1.493303436075288,-88.60213549538422,0.9253129602011024,-0.9253129602011024,-100.0,0.3532151904944839,4.646784809505517,1315.5676580614345,0.2978819750949748,-0.2978819750949748,-100.0
2008-10-03,1223006400000,13.8671,45.14,4.11,79.93677943443325,1.2864340965393524,-1.2864340965393524,-100.0,1.239668925744521,-0.26396892574452124,-21.293501858650426,2.5261030222838734,-1.5504030222838736,-61.37528868011646,1.4184767563909206,-1.4184767563909206,-100.0,1.0953048890119843,-0.3969468890119856,-36.24076665722272,1.1639620105662312,-1.1639620105662312,-100.0,1.3936035363555028,-0.14056153635550214,-10.086192571173662,0.009570573878447064,-0.009570573878447064,-100.0,0.9975236444933886,-0.9975236444933886,-100.0,1.6417752151588143,0.027279784841185872,1.6616029155091738,1.10622253205059,-1.10622253205059,-100.0,1.474067406131912,-0.08235440613191257,-5.586881969530697,0.8975495278099856,-0.8975495278099856,-100.0,1.8182077950595144,0.1281892049404849,7.0503055420180365,0.008724770873798526,-0.008724770873798526,-100.0,1.6349980535314304,-1.6349980535314304,-100.0,0.8972161412763402,-0.614871141276339,-68.53099414837214,0.34245278446818084,4.657547215531818,1360.055291349099,0.2889104520459638,-0.2889104520459638,-100.0
2008-10-06,1223265600000,14.02,52.05,4.0925,79.82219301317146,1.2987038124786132,-1.2987038124786132,-100.0,1.25162398325289,0.17697601674710928,14.13971121639584,2.550327795731503,-1.1217277957315035,-43.98367133859991,1.4322249693342677,-1.4322249693342677,-100.0,1.1056867366930607,0.0425132633069385,3.8449645723425374,1.1748728861611202,-1.1748728861611202,-100.0,1.407251460350884,0.3017485396491155,21.4424037317309,0.009690230538161426,-0.009690230538161426,-100.0,1.0066118745211616,-1.0066118745211616,-100.0,1.6581780538341562,0.4714219461658438,28.430116119061445,1.1164976748067341,-1.1164976748067341,-100.0,1.48860545070424,0.3605945492957599,24.22364832301045,0.9055593187743618,-0.9055593187743618,-100.0,1.8365839015028402,0.5734160984971606,31.221884174632358,0.008833244538772433,-0.008833244538772433,-100.0,1.6511945037202933,-1.6511945037202933,-100.0,0.9054686659558576,-0.17786866595585682,-19.64382343016695,0.3461553172970323,4.653844682702967,1344.4383056261274,0.2920919379574516,-0.2920919379574516,-100.0
2008-10-07,1223352000000,12.7371,53.68,4.14,82.83308296373534,1.2235804126321908,-1.11638041263219,-91.23882673396268,1.1803130320333128,-1.1803130320333128,-100.0,2.4038934446655036,-2.296693444665503,-95.54056773032559,1.3442435940160191,-0.9823015940160182,-73.0746717625282,1.0470995610291167,-1.0470995610291167,-100.0,1.1113967608938389,-1.1113967608938389,-100.0,1.3220060326829826,-1.174464032682983,-88.8395365563827,0.008479529645476271,0.3534624703545246,4168.420715918986,0.9584264477902008,-0.9584264477902008,-100.0,1.5498506981613778,-1.0201956981613778,-65.82541785293631,1.0584031767372188,-1.0584031767372188,-100.0,1.3959507747203723,-1.1210377747203726,-80.3063972613885,0.8661902944575841,-0.8661902944575841,-100.0,1.711491197216784,-0.9270941972167837,-54.168797287676284,0.007740575614401334,-0.007740575614401334,-100.0,1.5415996048860183,-0.7975446048860189,-51.73487346248945,0.8636405933170854,-0.8636405933170854,-100.0,0.3166724387162274,4.6833275612837735,1478.9185886431176,0.26515396484198994,-0.26515396484198994,-100.0
2008-10-08,1223438400000,12.8271,57.53,4.29375,82.85546979117929,1.2332923951676085,-1.2332923951676085,-100.0,1.1881039379672218,-0.688103937967222,-57.916139823972685,2.4213963331348305,-1.9213963331348305,-79.35075752953333,1.3548421340713752,-1.3548421340713752,-100.0,1.0540154460149962,-0.8105574460149958,-76.90185652207829,1.120279157320609,-1.120279157320609,-100.0,1.3307289309762151,-0.5741869309762135,-43.14830147676983,0.008536501056767065,-0.008536501056767065,-100.0,0.96616811748886,-0.96616811748886,-100.0,1.560075237428455,-0.4187202374284542,-26.83974640342669,1.0668917139747904,-1.0668917139747904,-100.0,1.4051606030583903,-0.5203476030583909,-37.031183618857,0.8732380297049422,-0.8732380297049422,-100.0,1.7227833805005297,-0.3248863805005291,-18.85822583255581,0.007793508702012675,-0.007793508702012675,-100.0,1.5536370959752643,-1.4122820959752649,-90.90167193058258,0.8693530616348975,-0.8693530616348975,-100.0,0.31875087633232435,4.6812491236676745,1468.6231383994952,0.26712427767874847,-0.26712427767874847,-100.0
2008-10-09,1223524800000,12.6771,63.92,4.5125,82.49592851771139,1.2147458094284271,-1.2147458094284271,-100.0,1.167814746345634,0.010685253654365573,0.9149784833426902,2.3825605557740612,-1.2040605557740616,-50.53640936244237,1.3350059224506907,-1.3350059224506907,-100.0,1.0354714806295542,-0.11051348062955403,-10.67276913917157,1.1029587424433958,-1.1029587424433958,-100.0,1.3086310580989506,0.12341094190105027,9.430537441189074,0.008473046037232201,-0.008473046037232201,-100.0,0.9505730831430848,-0.9505730831430848,-100.0,1.5351504669061518,0.2772045330938484,18.057157201828524,1.0501613335984867,-1.0501613335984867,-100.0,1.3821353386232111,0.17667766137678775,12.782949429017705,0.8587204156336607,-0.8587204156336607,-100.0,1.6959011781350732,0.3699958218649266,21.8170626116198,0.007735582945977981,-0.007735582945977981,-100.0,1.5317417901211818,-1.5317417901211818,-100.0,0.8533022801925307,-0.3086572801925298,-36.172091339412276,0.3145124661531033,4.685487533846897,1489.762104235964,0.2641727262853424,-0.2641727262853424,-100.0
